source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
social,2024-04-13T11:36:13Z,NA,74,75.193.66.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone14,3;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",30080,ford_f_150_lightning,2023,yes,ford_mustang_mach_e,2023,yes,NA,NA,NA,155,ford_f_150_lightning,2,yes,NA,300,yes,by_car,2,51_to_100,driveway,NA,yes,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,373,2024-04-13T11:40:02Z,2024-04-13T11:46:15Z,167,2,1,1,2,2,1,2,no,66,very,1964,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,250_to_300,45,yes,already_have,NA,832585,NA,251,2024-04-13T11:48:07Z,2024-04-13T11:52:18Z,392,1,1,2,2,1,1,no,NA,no,no
social,2024-04-13T12:22:14Z,NA,166,73.251.121.210,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",24060,hyundai_kona_electric,2024,yes,subaru_forester,2007,no,NA,NA,NA,154,hyundai_kona_electric,2,yes,NA,250,yes,by_car,3,10_to_30,driveway,NA,no,250,no,NA,yes,250,yes,4,more_than_8,no,NA,NA,1397,2024-04-13T12:27:36Z,2024-04-13T12:50:53Z,4,2,1,1,1,2,2,1,no,73,very,1954,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,1,100_to_150,34,yes,no,NA,949178,NA,190,2024-04-13T12:52:40Z,2024-04-13T12:55:50Z,493,1,1,2,2,2,1,no,I don't really understand the occurrence allowance,no,no
social,2024-04-13T14:23:07Z,NA,119,50.46.192.104,"Mozilla/5.0 (Linux; Android 14; SM-F926U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.114 Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",98239,kia_niro_ev,2023,yes,kia_sedona,2017,no,NA,NA,NA,227,kia_niro_ev,3,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,no,250,no,NA,yes,250,yes,7,5_to_8,no,NA,NA,545,2024-04-13T14:28:53Z,2024-04-13T14:37:58Z,35,1,2,2,1,2,1,2,no,86,very,1968,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,5_or_more,200_to_250,48,yes,no,NA,683097,NA,153,2024-04-13T14:40:12Z,2024-04-13T14:42:45Z,196,2,2,2,2,2,1,no,NA,no,no
social,2024-04-13T14:30:09Z,NA,79,98.97.176.227,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",28646,tesla_model_y,2024,yes,gmc_sierra_1500,2018,no,NA,NA,NA,172,tesla_model_y,3,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,no,300,app,NA,yes,300,yes,2,less_than_3,no,NA,NA,264,2024-04-13T14:34:21Z,2024-04-13T14:38:45Z,148,2,1,2,1,1,1,2,no,88,very,1960,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,75_to_100,43,yes,yes,300,992696,NA,169,2024-04-13T14:40:56Z,2024-04-13T14:43:45Z,585,2,1,1,1,1,1,no,NA,no,no
social,2024-04-13T14:58:49Z,NA,78,73.16.74.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587374877]",05301,nissan_leaf,2021,yes,honda_cr_v,2010,no,NA,NA,NA,176,nissan_leaf,2,yes,NA,150,yes,by_walk,NA,10_to_30,driveway,NA,yes,200,no,NA,yes,200,yes,1,less_than_3,yes,1,less_than_3,279,2024-04-13T15:03:04Z,2024-04-13T15:07:43Z,465,2,3,2,1,2,1,1,no,81,very,1958,male,white,NA,college_some,NA,employed_under40,independent,detached,NA,own,2,100_to_150,33,yes,yes,700,591142,NA,1471,2024-04-13T15:09:37Z,2024-04-13T15:34:08Z,152,1,2,1,1,1,2,no,I often charge for free at local town chargers. So rarely charge at home. Works is also free of charge,no,no
social,2024-04-13T15:11:17Z,NA,88,166.181.82.86,"Mozilla/5.0 (iPad; CPU OS 16_7_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20H330 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad6,11;FBMD/iPad;FBSN/iPadOS;FBSV/16.7.7;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/585112623]",53190,chevrolet_bolt_euv,2022,yes,NA_NA,NA,no,NA,NA,NA,230,chevrolet_bolt_euv,1,yes,NA,250,yes,by_car,5,over_100,private_garage,NA,no,250,smc,WE Energy,yes,250,yes,7,more_than_8,no,NA,NA,398,2024-04-13T15:16:35Z,2024-04-13T15:23:13Z,270,2,1,2,1,1,1,1,no,106,very,1958,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,1,50_to_75,72,yes,yes,20,623001,NA,261,2024-04-13T15:26:11Z,2024-04-13T15:30:32Z,148,2,2,1,3,3,1,no,My primary concern is that I have enough range to travel. Any guarantee below 200 is not enough.,no,no
social,2024-04-13T15:13:05Z,NA,115,69.62.225.150,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/458.0.2.31.105;FBBV/584205671;FBDV/iPad13,16;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/586749477]",95747,hyundai_ioniq_5,2024,yes,toyota_camry,2017,no,NA,NA,NA,163,hyundai_ioniq_5,2,yes,NA,250,yes,by_car,4,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,1,5_to_8,no,NA,NA,247,2024-04-13T15:17:44Z,2024-04-13T15:21:51Z,36,1,1,2,2,2,1,1,no,108,very,1970,male,white,NA,degree_associate,NA,retired,independent,detached,NA,own,3,150_to_200,59,yes,yes,200,605112,NA,155,2024-04-13T15:24:38Z,2024-04-13T15:27:13Z,150,2,2,2,1,1,2,no,NA,no,no
social,2024-04-13T17:28:42Z,NA,79,185.216.231.11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",97504,volkswagen_id_4,2021,yes,chevrolet_volt,2017,no,NA,NA,NA,159,volkswagen_id_4,2,yes,NA,250,no,NA,NA,below_10,driveway,NA,yes,250,app,NA,yes,250,yes,2,more_than_8,no,NA,NA,417,2024-04-13T17:32:41Z,2024-04-13T17:39:38Z,496,2,1,2,2,1,1,2,no,93,very,1958,male,white,NA,degree_grad,NA,retired,prefer_not_say,detached,NA,own,2,200_to_250,46,yes,yes,2500,898520,NA,371,2024-04-13T17:41:58Z,2024-04-13T17:48:09Z,403,1,1,1,2,2,2,no,"We are behind on the amazing things electric vehicles could do.  For example, I hate that neither of mine can do vehicle to load-a portable power source built in would be amazing.  So would vehicle to home or vehicle to grid.  Supposedly, my ID.4 has hardware but not software for V2G.",no,no
social,2024-04-13T18:36:52Z,NA,110,73.63.136.10,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 Instagram 309.1.1.28.108 (iPhone12,3; iOS 17_4_1; en_US; en; scale=3.00; 1125x2436; 537288535) NW/3",94502,hyundai_ioniq_6,2024,yes,volkswagen_eos,2012,no,NA,NA,NA,243,hyundai_ioniq_6,4,yes,NA,300,yes,by_car,3,51_to_100,driveway,NA,yes,350,app,NA,yes,350,yes,3,5_to_8,yes,3,3_to_5,282,2024-04-13T18:42:45Z,2024-04-13T18:47:27Z,251,2,2,1,1,1,2,1,no,90,somewhat,1965,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,4,prefer_not_say,62,yes,yes,150,402123,NA,802,2024-04-13T18:50:00Z,2024-04-13T19:03:22Z,212,2,1,1,2,1,1,no,NA,no,no
social,2024-04-13T19:38:53Z,NA,65,68.6.182.165,"Mozilla/5.0 (Linux; Android 14; Pixel 6 Build/AP1A.240405.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",92104,tesla_model_3,2019,yes,honda_element,2005,no,NA,NA,NA,130,tesla_model_3,3,yes,NA,300,no,NA,NA,31_to_50,driveway,NA,yes,300,app,NA,yes,300,yes,2,more_than_8,no,NA,NA,345,2024-04-13T19:42:09Z,2024-04-13T19:47:54Z,138,1,1,1,1,2,1,1,no,72,very,1974,female,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,35_to_50,36,yes,yes,200,501087,NA,161,2024-04-13T19:49:42Z,2024-04-13T19:52:23Z,568,1,2,1,2,1,2,no,NA,no,no
social,2024-04-14T01:40:09Z,NA,94,216.26.113.184,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone15,2;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587691277]",54872,tesla_model_y,2021,yes,nissan_leaf,2012,yes,NA,NA,NA,132,tesla_model_y,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,no,300,app,NA,yes,300,yes,6,more_than_8,no,NA,NA,373,2024-04-14T01:43:55Z,2024-04-14T01:50:08Z,492,2,2,2,2,1,1,2,no,107,very,1952,male,white,NA,degree_bs,NA,employed_under40,democratic,detached,NA,own,2,100_to_150,169,yes,yes,500,402895,NA,273,2024-04-14T01:54:44Z,2024-04-14T01:59:17Z,78,1,2,2,2,1,2,no,NA,no,no
social,2024-04-14T01:43:43Z,NA,104,99.55.163.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)",94080,volkswagen_id_4,2021,yes,toyota_prius,2017,no,NA,NA,NA,168,volkswagen_id_4,2,yes,NA,250,yes,by_car,5,over_100,private_garage,NA,yes,250,app,NA,yes,250,yes,1,more_than_8,no,NA,NA,295,2024-04-14T01:48:16Z,2024-04-14T01:53:11Z,342,2,2,2,2,2,2,1,no,342,very,1960,male,other,"chinese (30%), indian (50%) , black (9%), white (11%)",degree_bs,NA,retired,independent,detached,NA,own,2,50_to_75,51,yes,yes,400,126646,NA,271,2024-04-14T01:59:44Z,2024-04-14T02:04:15Z,339,2,1,2,3,3,3,no,"I’m mostly ridesharing these days, part time. I don’t ready 'commute to work’ anymore, but until recently, I did - so I used my prior work to anwser the questions.",no,no
social,2024-04-14T01:57:08Z,NA,97,24.238.42.177,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",18077,chevrolet_bolt_euv,2023,yes,nissan_frontier,2018,no,NA,NA,NA,137,chevrolet_bolt_euv,2,yes,NA,250,no,NA,NA,below_10,driveway,NA,yes,250,app,NA,yes,250,yes,3,more_than_8,no,NA,NA,932,2024-04-14T02:01:03Z,2024-04-14T02:16:35Z,214,2,1,2,2,1,1,2,no,123,believe,1955,male,white,NA,degree_associate,NA,retired,independent,detached,NA,own,2,prefer_not_say,35,yes,no,NA,776117,NA,530,2024-04-14T02:19:14Z,2024-04-14T02:28:04Z,358,2,2,2,1,1,1,no,NA,no,no
social,2024-04-14T02:30:16Z,NA,174,100.14.168.139,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587425671]",19401,tesla_model_3,2023,yes,subaru_forester,2009,no,NA,NA,NA,320,tesla_model_3,2,yes,NA,300,yes,"by_car, by_walk",3,below_10,driveway,NA,no,250,app,NA,yes,250,yes,1,5_to_8,no,NA,NA,555,2024-04-14T02:38:32Z,2024-04-14T02:47:47Z,66,2,3,2,3,3,1,3,no,131,very,1949,male,white,NA,degree_grad,NA,retired,independent,detached,NA,own,2,50_to_75,89,yes,yes,150,582415,NA,768,2024-04-14T02:51:29Z,2024-04-14T03:04:17Z,281,2,1,1,2,1,1,no,NA,no,no
social,2024-04-14T02:32:27Z,NA,100,209.252.173.175,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",52403,chevrolet_bolt_ev,2020,yes,toyota_avalon_hybrid,2014,no,NA,NA,NA,233,chevrolet_bolt_ev,2,yes,NA,250,yes,by_car,5,below_10,private_garage,NA,no,300,no,NA,no,300,yes,3,more_than_8,yes,2,3_to_5,302,2024-04-14T02:38:02Z,2024-04-14T02:43:04Z,131,2,1,2,2,2,1,1,no,99,very,1971,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,2,150_to_200,59,yes,yes,300,932620,NA,244,2024-04-14T02:45:43Z,2024-04-14T02:49:47Z,280,1,2,2,2,2,1,no,This made me think a lot about possible future charging options,no,no
social,2024-04-14T03:00:00Z,NA,82,98.117.169.204,"Mozilla/5.0 (iPad; CPU OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/18B92 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPad7,11;FBMD/iPad;FBSN/iOS;FBSV/14.2;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/587758806]",14218,hyundai_kona_electric,2019,yes,nissan_leaf,2012,yes,NA,NA,NA,146,hyundai_kona_electric,3,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,no,300,no,NA,no,300,yes,7,more_than_8,no,NA,NA,389,2024-04-14T03:03:49Z,2024-04-14T03:10:18Z,153,2,2,2,2,2,2,1,no,113,not,1968,prefer_not_say,white,NA,degree_grad,NA,prefer_not_say,independent,detached,NA,own,2,prefer_not_say,38,yes,no,NA,861285,NA,198,2024-04-14T03:12:51Z,2024-04-14T03:16:09Z,468,1,1,2,2,2,1,no,NA,no,no
social,2024-04-14T03:03:35Z,NA,53,174.174.30.81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",97007,ford_mustang_mach_e,2021,yes,NA_NA,NA,no,NA,NA,NA,141,ford_mustang_mach_e,1,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,300,smc,Portland General Electric,yes,300,yes,6,5_to_8,no,NA,NA,204,2024-04-14T03:06:50Z,2024-04-14T03:10:14Z,432,2,2,2,2,1,2,2,no,68,very,1953,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,1,100_to_150,35,yes,yes,500,835496,NA,236,2024-04-14T03:11:58Z,2024-04-14T03:15:54Z,184,2,2,2,2,2,1,no,NA,no,no
social,2024-04-14T03:36:21Z,NA,79,174.180.107.4,"Mozilla/5.0 (Linux; Android 12; Pixel 3 XL Build/SP1A.210812.016.C1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",06422,volkswagen_id_4,2022,yes,NA_NA,NA,no,NA,NA,NA,174,volkswagen_id_4,1,yes,NA,250,yes,by_car,3,31_to_50,private_garage,NA,yes,250,smc,Eversource,yes,250,yes,2,5_to_8,yes,3,3_to_5,278,2024-04-14T03:40:34Z,2024-04-14T03:45:12Z,127,2,2,2,2,1,1,2,no,93,very,1966,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,3,300_to_400,75,yes,yes,500,523303,NA,238,2024-04-14T03:48:00Z,2024-04-14T03:51:58Z,291,2,2,2,1,1,1,no,NA,no,no
social,2024-04-14T03:43:00Z,NA,154,74.51.90.161,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587671643]",72730,hyundai_ioniq_5,2023,yes,NA_NA,NA,no,NA,NA,NA,336,hyundai_ioniq_5,1,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,not_sure,200,app,NA,yes,200,yes,3,more_than_8,no,NA,NA,414,2024-04-14T03:51:11Z,2024-04-14T03:58:05Z,226,2,2,2,2,2,2,1,no,86,very,1957,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,1,50_to_75,70,yes,yes,200,489073,NA,420,2024-04-14T04:00:42Z,2024-04-14T04:07:42Z,240,1,1,1,1,2,2,no,NA,no,no
social,2024-04-14T03:46:09Z,NA,111,73.39.231.65,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",19973,kia_niro_ev,2022,yes,gmc_savana,2006,no,NA,NA,NA,194,kia_niro_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,350,no,NA,yes,350,yes,1,5_to_8,no,NA,NA,500,2024-04-14T03:51:14Z,2024-04-14T03:59:34Z,467,2,1,1,2,1,1,1,no,124,believe,1953,male,white,NA,degree_bs,NA,retired,prefer_not_say,detached,NA,own,1,75_to_100,71,yes,no,NA,715934,NA,281,2024-04-14T04:02:50Z,2024-04-14T04:07:31Z,300,1,2,1,2,3,2,no,NA,no,no
social,2024-04-14T03:50:29Z,NA,52,71.112.168.99,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 Instagram 326.0.3.30.91 (iPhone13,3; iOS 17_4_1; en_US; en; scale=3.00; 1170x2532; 585196636)",15108,kia_niro_ev,2023,yes,NA_NA,NA,no,NA,NA,NA,124,kia_niro_ev,1,yes,NA,250,yes,by_car,4,31_to_50,private_garage,NA,not_sure,250,no,NA,no,250,no,NA,NA,yes,2,less_than_3,425,2024-04-14T03:53:26Z,2024-04-14T04:00:31Z,24,2,2,2,1,2,1,2,no,143,very,1995,male,white,NA,degree_bs,NA,not_employed_yes_looking,democratic,detached,NA,prefer_not_say,3,150_to_200,45,yes,no,NA,511745,NA,229,2024-04-14T04:03:43Z,2024-04-14T04:07:32Z,285,1,2,2,1,2,1,no,NA,no,no
social,2024-04-14T03:56:19Z,NA,55,172.56.12.125,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 Instagram 325.0.3.34.90 (iPhone16,1; iOS 17_4_1; en_US; en; scale=3.00; 1179x2556; 584303227) NW/3",02908,chevrolet_bolt_euv,2023,yes,NA_NA,NA,no,NA,NA,NA,83,chevrolet_bolt_euv,1,yes,NA,250,no,NA,NA,below_10,driveway,NA,yes,250,no,NA,yes,250,yes,7,more_than_8,no,NA,NA,205,2024-04-14T03:58:38Z,2024-04-14T04:02:03Z,330,2,1,2,3,1,2,1,no,53,very,1989,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,50_to_75,23,yes,no,NA,375872,NA,508,2024-04-14T04:03:19Z,2024-04-14T04:11:47Z,230,1,2,2,1,1,2,no,NA,no,no
social,2024-04-14T04:07:02Z,NA,68,172.59.80.118,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone16,2;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587716230]",40324,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,142,tesla_model_y,1,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,387,2024-04-14T04:10:34Z,2024-04-14T04:17:01Z,274,2,1,1,1,2,2,2,no,114,very,1965,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,100_to_150,65,yes,no,NA,943672,NA,265,2024-04-14T04:20:00Z,2024-04-14T04:24:25Z,166,2,1,1,2,2,2,no,NA,no,no
social,2024-04-14T04:10:38Z,NA,114,73.218.69.2,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPad7,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/587758806]",03060,rivian_r_1_s,2024,yes,chevrolet_colorado,2012,no,NA,NA,NA,189,rivian_r_1_s,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,not_sure,350,no,NA,yes,350,yes,3,5_to_8,no,NA,NA,352,2024-04-14T04:15:42Z,2024-04-14T04:21:34Z,590,1,2,1,1,2,1,2,no,117,very,1955,male,white,NA,degree_bs,NA,employed_under40,democratic,detached,NA,own,2,150_to_200,148,yes,yes,500,146613,NA,164,2024-04-14T04:26:00Z,2024-04-14T04:28:44Z,588,1,2,2,1,2,1,no,NA,no,no
social,2024-04-14T04:23:47Z,NA,49,192.24.196.75,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Pro Build/AP1A.240405.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.99 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",41018,chevrolet_bolt_ev,2020,yes,NA_NA,NA,no,NA,NA,NA,147,chevrolet_bolt_ev,1,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,no,200,no,NA,yes,200,yes,7,more_than_8,no,NA,NA,257,2024-04-14T04:27:04Z,2024-04-14T04:31:21Z,357,2,2,1,2,2,2,1,no,68,very,1971,male,white,NA,college_some,NA,employed_over40,democratic,detached,NA,own,2,100_to_150,40,yes,yes,250,972512,NA,246,2024-04-14T04:33:12Z,2024-04-14T04:37:18Z,495,2,1,1,2,1,1,no,NA,no,no
social,2024-04-14T04:24:49Z,NA,70,74.96.226.206,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone14,3;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587225277]",20910,chevrolet_bolt_euv,2023,yes,chrysler_pacifica_hybrid,2018,no,NA,NA,NA,160,chevrolet_bolt_euv,3,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,not_sure,250,no,NA,yes,250,yes,4,5_to_8,no,NA,NA,345,2024-04-14T04:28:40Z,2024-04-14T04:34:25Z,165,2,1,2,2,2,1,1,no,82,very,1951,male,asian,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,300_to_400,68,yes,yes,200,273672,NA,159,2024-04-14T04:36:58Z,2024-04-14T04:39:37Z,497,3,1,3,3,1,1,no,NA,no,no
social,2024-04-14T05:00:59Z,NA,54,96.42.175.91,"Mozilla/5.0 (iPad; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 325.0.3.34.90 (iPad14,3; iPadOS 17_3_1; en_US; en; scale=2.00; 750x1334; 584303227) NW/3",49617,cadillac_lyriq,2024,yes,NA_NA,NA,no,NA,NA,NA,167,cadillac_lyriq,1,yes,NA,300,no,NA,NA,31_to_50,private_garage,NA,not_sure,300,app,NA,yes,300,yes,2,5_to_8,no,NA,NA,626,2024-04-14T05:04:41Z,2024-04-14T05:15:07Z,112,2,2,2,2,2,1,1,no,73,very,1949,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,200_to_250,69,yes,yes,500,862790,NA,207,2024-04-14T05:17:30Z,2024-04-14T05:20:57Z,214,1,2,2,2,2,1,no,NA,no,no
social,2024-04-14T05:52:41Z,NA,58,172.58.127.249,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587425671]",48854,tesla_model_s,2023,yes,subaru_forester,2016,no,NA,NA,NA,115,tesla_model_s,4,yes,NA,300,yes,by_car,5,31_to_50,private_garage,NA,not_sure,400,no,NA,yes,400,yes,7,more_than_8,no,NA,NA,307,2024-04-14T05:55:35Z,2024-04-14T06:00:42Z,592,2,2,1,2,2,1,2,no,58,believe,1982,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,4,200_to_250,45,yes,yes,500,404691,NA,174,2024-04-14T06:02:26Z,2024-04-14T06:05:20Z,477,1,2,1,2,1,1,no,NA,no,no
