source,resp_id,q_id,profile_id,alt_id,obs_id,has_bev,enrollment_cash,occurrence_cash,monthly_occurrence,lower_bound,guaranteed_threshold,choice,no_choice,mc_car_year_1,mc_car_year_2,mc_car_year_planned,mc_car_number,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,mc_neighbor,mc_max_range,mc_umc,mc_lv2_charger,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,mc_climate,mc_yob,mc_gender,mc_ethnicity,mc_education,mc_work,mc_party,mc_house_type,mc_house_owner,mc_household_size,mc_income,mc_v2g,mc_v2g_charger
social,87,6,150,2,522,yes,100,10,4,30,60,1,0,2023,2015,NA,2,yes,by_car,5,51_to_100,driveway,no,300,app,no,no,NA,NA,no,NA,NA,very,1978,male,white,degree_grad,employed_over40,democratic,detached,rent,2,100_to_150,yes,yes
social,87,6,0,3,522,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,5,51_to_100,driveway,no,300,app,no,no,NA,NA,no,NA,NA,very,1978,male,white,degree_grad,employed_over40,democratic,detached,rent,2,100_to_150,yes,yes
social,88,1,234,1,523,yes,100,15,4,40,60,1,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,1,612,2,523,yes,300,10,3,30,80,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,1,0,3,523,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,2,533,1,524,yes,50,15,3,20,80,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,2,405,2,524,yes,50,5,1,40,70,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,2,0,3,524,yes,0,0,0,0,0,1,1,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,3,481,1,525,yes,50,2,1,20,80,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,3,448,2,525,yes,300,5,3,40,70,1,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,3,0,3,525,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,4,644,1,526,yes,300,2,1,40,80,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,4,612,2,526,yes,300,10,3,30,80,1,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,4,0,3,526,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,5,122,1,527,yes,100,2,3,30,60,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,5,610,2,527,yes,100,10,3,30,80,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,5,0,3,527,yes,0,0,0,0,0,1,1,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,6,5,1,528,yes,50,5,1,20,60,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,6,282,2,528,yes,100,2,3,20,70,0,0,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,88,6,0,3,528,yes,0,0,0,0,0,1,1,2023,NA,NA,1,no,NA,NA,below_10,private_garage,yes,250,no,yes,yes,3,less_than_3,no,NA,NA,very,1949,male,white,degree_bs,retired,prefer_not_say,detached,own,2,prefer_not_say,yes,no
social,89,1,406,1,529,yes,100,5,1,40,70,0,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,1,658,2,529,yes,100,20,1,40,80,1,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,1,0,3,529,yes,0,0,0,0,0,0,1,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,2,237,1,530,yes,50,20,4,40,60,1,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,2,428,2,530,yes,300,5,2,40,70,0,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,2,0,3,530,yes,0,0,0,0,0,0,1,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,3,677,1,531,yes,50,20,2,40,80,1,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,3,69,2,531,yes,50,10,4,20,60,0,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,3,0,3,531,yes,0,0,0,0,0,0,1,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,4,199,1,532,yes,200,20,2,40,60,0,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,4,219,2,532,yes,200,20,3,40,60,1,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,4,0,3,532,yes,0,0,0,0,0,0,1,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,5,409,1,533,yes,50,10,1,40,70,0,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,5,278,2,533,yes,100,20,2,20,70,1,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,5,0,3,533,yes,0,0,0,0,0,0,1,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,6,499,1,534,yes,200,20,1,20,80,1,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,6,123,2,534,yes,200,2,3,30,60,0,0,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,89,6,0,3,534,yes,0,0,0,0,0,0,1,2023,2015,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,2,5_to_8,no,NA,NA,very,1951,male,white,degree_grad,retired,democratic,detached,own,2,100_to_150,yes,yes
social,90,1,601,1,535,yes,50,2,3,30,80,0,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,1,664,2,535,yes,300,2,2,40,80,1,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,1,0,3,535,yes,0,0,0,0,0,0,1,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,2,260,1,536,yes,300,20,1,20,70,1,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,2,517,2,536,yes,50,20,2,20,80,0,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,2,0,3,536,yes,0,0,0,0,0,0,1,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,3,82,1,537,yes,100,2,1,30,60,0,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,3,489,2,537,yes,50,10,1,20,80,1,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,3,0,3,537,yes,0,0,0,0,0,0,1,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,4,382,1,538,yes,100,2,4,30,70,0,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,4,687,2,538,yes,200,5,3,40,80,1,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,4,0,3,538,yes,0,0,0,0,0,0,1,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,5,45,1,539,yes,50,5,3,20,60,0,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,5,703,2,539,yes,200,2,4,40,80,1,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,5,0,3,539,yes,0,0,0,0,0,0,1,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,6,391,1,540,yes,200,10,4,30,70,0,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,6,537,2,540,yes,50,20,3,20,80,1,0,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,90,6,0,3,540,yes,0,0,0,0,0,0,1,2024,2020,NA,2,no,NA,NA,31_to_50,private_garage,no,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1963,male,asian,degree_bs,employed_over40,democratic,detached,own,2,75_to_100,yes,no
social,91,1,532,1,541,yes,300,10,3,20,80,1,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,1,403,2,541,yes,200,2,1,40,70,0,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,1,0,3,541,yes,0,0,0,0,0,0,1,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,2,157,1,542,yes,50,20,4,30,60,0,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,2,402,2,542,yes,100,2,1,40,70,1,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,2,0,3,542,yes,0,0,0,0,0,0,1,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,3,678,1,543,yes,100,20,2,40,80,1,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,3,327,2,543,yes,200,5,1,30,70,0,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,3,0,3,543,yes,0,0,0,0,0,0,1,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,4,524,1,544,yes,300,2,3,20,80,1,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,4,69,2,544,yes,50,10,4,20,60,0,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,4,0,3,544,yes,0,0,0,0,0,0,1,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,5,142,1,545,yes,100,2,4,30,60,0,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,5,469,2,545,yes,50,10,4,40,70,1,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,5,0,3,545,yes,0,0,0,0,0,0,1,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,6,374,1,546,yes,100,15,3,30,70,1,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,6,72,2,546,yes,300,10,4,20,60,0,0,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,91,6,0,3,546,yes,0,0,0,0,0,0,1,2023,2022,NA,2,no,NA,NA,below_10,private_garage,not_sure,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1957,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,92,1,719,1,547,yes,200,20,4,40,80,1,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,1,646,2,547,yes,100,5,1,40,80,0,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,1,0,3,547,yes,0,0,0,0,0,0,1,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,2,473,1,548,yes,50,15,4,40,70,1,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,2,348,2,548,yes,300,5,2,30,70,0,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,2,0,3,548,yes,0,0,0,0,0,0,1,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,3,598,1,549,yes,100,20,2,30,80,1,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,3,671,2,549,yes,200,10,2,40,80,0,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,3,0,3,549,yes,0,0,0,0,0,0,1,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,4,333,1,550,yes,50,15,1,30,70,1,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,4,248,2,550,yes,300,5,1,20,70,0,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,4,0,3,550,yes,0,0,0,0,0,0,1,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,5,270,1,551,yes,100,10,2,20,70,0,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,5,75,2,551,yes,200,15,4,20,60,1,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,5,0,3,551,yes,0,0,0,0,0,0,1,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,6,715,1,552,yes,200,15,4,40,80,1,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,6,403,2,552,yes,200,2,1,40,70,0,0,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,92,6,0,3,552,yes,0,0,0,0,0,0,1,2021,NA,NA,1,no,NA,NA,below_10,driveway,yes,250,no,yes,yes,2,more_than_8,no,NA,NA,very,1967,male,white,degree_bs,not_employed_not_looking,democratic,detached,own,3,prefer_not_say,yes,no
social,93,1,251,1,553,yes,200,10,1,20,70,1,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,1,101,2,553,yes,50,2,2,30,60,0,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,1,0,3,553,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,2,431,1,554,yes,200,10,2,40,70,0,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,2,172,2,554,yes,300,10,1,40,60,1,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,2,0,3,554,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,3,60,1,555,yes,300,20,3,20,60,1,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,3,150,2,555,yes,100,10,4,30,60,0,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,3,0,3,555,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,4,297,1,556,yes,50,20,3,20,70,0,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,4,537,2,556,yes,50,20,3,20,80,1,0,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
social,93,4,0,3,556,yes,0,0,0,0,0,0,1,2023,NA,NA,1,no,NA,NA,31_to_50,private_garage,yes,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1953,male,white,degree_bs,retired,democratic,detached,own,2,100_to_150,yes,yes
