source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
social,2024-04-14T22:42:48Z,NA,86,69.142.29.65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",07840,chevrolet_bolt_euv,2023,yes,subaru_forester,2017,no,NA,NA,NA,189,chevrolet_bolt_euv,3,yes,NA,250,yes,by_car,2,31_to_50,private_garage,NA,no,250,no,NA,yes,250,yes,2,more_than_8,no,NA,NA,230,2024-04-14T22:47:24Z,2024-04-14T22:51:14Z,184,2,1,1,1,1,3,1,no,103,believe,1954,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,3,100_to_150,46,yes,yes,400,578633,NA,218,2024-04-14T22:53:44Z,2024-04-14T22:57:22Z,334,3,3,1,2,1,1,no,NA,no,no
social,2024-04-14T22:58:29Z,NA,97,108.53.73.123,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",07604,lexus_nx_200_t,2016,no,tesla_model_y,2024,yes,NA,NA,NA,195,tesla_model_y,2,yes,NA,300,no,NA,NA,31_to_50,driveway,NA,not_sure,300,app,NA,no,300,yes,5,more_than_8,no,NA,NA,296,2024-04-14T23:03:22Z,2024-04-14T23:08:18Z,159,2,1,2,1,1,1,1,no,108,believe,1961,male,white,NA,degree_associate,NA,retired,independent,detached,NA,own,3,prefer_not_say,152,yes,yes,350,330944,NA,233,2024-04-14T23:12:39Z,2024-04-14T23:16:32Z,169,1,2,1,1,2,2,no,NA,no,no
social,2024-04-14T23:37:32Z,NA,84,173.20.61.15,"Mozilla/5.0 (Linux; Android 9; SM-T380 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.96 Safari/537.36 [FB_IAB/FB4A;FBAV/458.0.0.38.86;]",32223,chevrolet_bolt_ev,2019,yes,honda_accord,2017,no,NA,NA,NA,125,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,250,no,NA,yes,250,yes,4,more_than_8,no,NA,NA,365,2024-04-14T23:41:02Z,2024-04-14T23:47:07Z,419,2,2,2,1,2,3,3,no,63,believe,1962,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,75_to_100,41,no,NA,NA,799204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-14T23:53:39Z,NA,96,162.228.58.187,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Pro Build/AP1A.240305.019.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;] FBNV/1",72202,tesla_model_y,2023,yes,nissan_frontier,2001,no,NA,NA,NA,227,tesla_model_y,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,486,2024-04-14T23:59:03Z,2024-04-15T00:07:09Z,596,2,1,1,2,2,1,2,no,116,believe,1944,male,white,NA,degree_grad,NA,retired,independent,detached,NA,own,2,75_to_100,67,yes,yes,250,642131,NA,367,2024-04-15T00:10:13Z,2024-04-15T00:16:20Z,33,1,1,2,2,1,2,no,NA,no,no
social,2024-04-14T23:56:42Z,NA,84,67.166.160.142,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad12,1;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/585112623]",23238,tesla_model_3,2023,yes,NA_NA,NA,no,NA,NA,NA,219,tesla_model_3,1,yes,NA,300,no,NA,NA,below_10,private_garage,NA,no,250,no,NA,no,250,yes,7,more_than_8,no,NA,NA,329,2024-04-15T00:01:45Z,2024-04-15T00:07:14Z,264,2,2,2,2,2,1,3,no,77,very,1952,female,white,NA,degree_bs,NA,retired,democratic,townhome,NA,own,1,prefer_not_say,105,yes,yes,300,517856,NA,343,2024-04-15T00:10:16Z,2024-04-15T00:15:59Z,452,2,2,2,1,3,2,no,NA,no,no
social,2024-04-15T00:08:12Z,NA,73,66.220.236.151,"Mozilla/5.0 (iPad; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 326.0.3.30.91 (iPad13,16; iPadOS 17_3_1; en_US; en; scale=2.00; 750x1334; 585196636)",05761,hyundai_ioniq_5,2023,yes,toyota_prius,2016,no,NA,NA,NA,163,hyundai_ioniq_5,3,yes,NA,250,yes,by_car,5,51_to_100,private_garage,NA,yes,250,no,NA,yes,250,yes,4,more_than_8,no,NA,NA,217,2024-04-15T00:12:09Z,2024-04-15T00:15:46Z,349,2,1,1,2,2,1,2,no,77,believe,1958,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,prefer_not_say,74,yes,yes,400,328747,NA,185,2024-04-15T00:18:14Z,2024-04-15T00:21:19Z,42,2,2,1,2,2,1,no,NA,no,no
social,2024-04-15T00:46:14Z,NA,60,96.18.233.229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",87144,tesla_model_3,2023,yes,NA_NA,NA,no,NA,NA,NA,145,tesla_model_3,1,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,not_sure,250,app,NA,yes,250,yes,7,more_than_8,no,NA,NA,209,2024-04-15T00:49:36Z,2024-04-15T00:53:05Z,411,2,2,1,2,2,1,1,no,88,believe,1946,male,white,NA,college_some,NA,retired,democratic,detached,NA,own,2,100_to_150,45,yes,yes,500,642400,NA,106,2024-04-15T00:55:15Z,2024-04-15T00:57:01Z,321,2,1,2,2,2,1,no,NA,no,yes
social,2024-04-15T00:46:52Z,NA,239,97.82.149.254,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",28655,volkswagen_id_4,2023,yes,subaru_outback,2014,no,NA,NA,NA,203,volkswagen_id_4,4,yes,NA,250,yes,by_car,6,10_to_30,driveway,NA,no,300,no,NA,no,300,yes,7,more_than_8,no,NA,NA,385,2024-04-15T00:54:12Z,2024-04-15T01:00:37Z,374,2,3,2,2,1,2,1,no,131,very,prefer_not_say,male,prefer_not_say,NA,prefer_not_say,NA,employed_over40,independent,detached,NA,own,3,prefer_not_say,46,yes,yes,1000,289772,NA,555,2024-04-15T01:03:32Z,2024-04-15T01:12:47Z,306,3,1,1,2,3,3,no,"Vehicle to grid would only generate interest if we had complete control of when and where.  Our driving range needs can change day to day and we would be very displeased if we were trying to get a high state of charge for a long trip only to find the electric company took our power and range.
The benefit would only be if it were a necessity to power the grid under large scale adoption of bev’s.",no,no
social,2024-04-15T00:49:15Z,NA,91,73.38.200.179,"Mozilla/5.0 (Linux; Android 14; SM-S916U1 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",01803,tesla_model_y,2024,yes,dodge_caravan,2019,no,NA,NA,NA,277,tesla_model_y,2,yes,NA,300,yes,by_car,3,51_to_100,private_garage,NA,not_sure,300,app,NA,yes,300,yes,5,3_to_5,no,NA,NA,448,2024-04-15T00:55:21Z,2024-04-15T01:02:49Z,338,2,2,2,1,1,3,1,no,101,very,1963,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,prefer_not_say,178,no,NA,NA,533282,"I think it is great to slow charge during off peak hours.
 As for sending power back to the grid, that would degrade the batteries faster.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T00:54:27Z,NA,93,174.197.67.12,"Mozilla/5.0 (Linux; Android 14; SM-S901U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.99 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/460.0.0.19.89;]",20015,hyundai_ioniq_electric,2019,yes,mercedes_benz_c_class,2011,no,NA,NA,NA,103,hyundai_ioniq_electric,2,yes,NA,150,yes,by_car,4,31_to_50,driveway,NA,yes,150,no,NA,no,150,yes,2,more_than_8,no,NA,NA,328,2024-04-15T00:57:41Z,2024-04-15T01:03:09Z,511,2,1,1,2,1,1,2,no,73,very,1957,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,1,75_to_100,64,yes,yes,1000,997178,NA,166,2024-04-15T01:05:25Z,2024-04-15T01:08:11Z,11,2,2,1,2,1,1,no,Thank you for asking,no,no
social,2024-04-15T02:01:39Z,NA,221,98.16.239.82,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",28376,lexus_rx_350_h,2023,no,rivian_r_1_t,2022,yes,NA,NA,NA,523,rivian_r_1_t,2,yes,NA,350,no,NA,NA,10_to_30,driveway,NA,yes,300,no,NA,yes,300,yes,2,5_to_8,no,NA,NA,711,2024-04-15T02:14:04Z,2024-04-15T02:25:55Z,292,2,1,2,1,3,3,3,no,220,believe,1953,male,white,NA,degree_associate,NA,retired,independent,mobile,NA,own,2,75_to_100,146,no,NA,NA,313136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T02:04:25Z,NA,145,71.172.5.235,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",07083,chevrolet_bolt_euv,2022,yes,toyota_prius_prime,2020,no,NA,NA,NA,211,chevrolet_bolt_euv,2,yes,NA,250,yes,by_car,3,31_to_50,driveway,NA,no,300,no,NA,yes,300,yes,2,less_than_3,yes,3,3_to_5,428,2024-04-15T02:10:22Z,2024-04-15T02:17:30Z,426,2,2,2,1,2,1,2,no,61,believe,1958,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,prefer_not_say,64,yes,yes,300,768902,NA,249,2024-04-15T02:19:39Z,2024-04-15T02:23:48Z,303,1,1,2,1,3,1,no,NA,no,no
social,2024-04-15T02:42:45Z,NA,145,47.135.213.241,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone15,5;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/588011556]",28092,cadillac_lyriq,2024,yes,jeep_cherokee,2021,no,NA,NA,NA,191,cadillac_lyriq,2,yes,NA,300,no,NA,NA,31_to_50,private_garage,NA,yes,350,app,NA,yes,350,yes,7,5_to_8,no,NA,NA,294,2024-04-15T02:48:22Z,2024-04-15T02:53:16Z,302,3,2,2,2,1,2,2,no,133,believe,1947,male,white,NA,college_some,NA,retired,republican,detached,NA,own,2,100_to_150,64,no,NA,NA,184262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T02:43:16Z,NA,99,162.120.144.117,"Mozilla/5.0 (Linux; Android 14; Pixel 6a Build/AP1A.240305.019.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.118 Mobile Safari/537.36 Instagram 326.0.0.42.90 Android (34/14; 420dpi; 1080x2205; Google/google; Pixel 6a; bluejay; bluejay; en_US; 586181559)",27587,tesla_model_3,2018,yes,honda_pilot,2016,no,NA,NA,NA,130,tesla_model_3,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,yes,300,no,NA,yes,300,yes,1,more_than_8,no,NA,NA,401,2024-04-15T02:47:06Z,2024-04-15T02:53:47Z,323,2,1,1,2,2,2,1,no,65,very,1981,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,4,over_400,40,yes,no,NA,584311,NA,189,2024-04-15T02:55:32Z,2024-04-15T02:58:41Z,384,1,2,1,2,2,2,no,NA,no,no
social,2024-04-15T02:47:58Z,NA,74,50.83.153.139,"Mozilla/5.0 (Linux; Android 14; SM-X800 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.100 Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",66202,nissan_ariya,2023,yes,toyota_highlander_hybrid,2017,no,NA,NA,NA,132,nissan_ariya,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,250,app,NA,yes,250,yes,1,more_than_8,no,NA,NA,391,2024-04-15T02:51:25Z,2024-04-15T02:57:56Z,429,2,2,2,2,1,2,2,no,84,very,1949,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,150_to_200,41,yes,no,NA,818425,NA,182,2024-04-15T03:00:03Z,2024-04-15T03:03:05Z,410,2,2,2,1,1,1,no,NA,no,no
social,2024-04-15T03:06:30Z,NA,166,64.145.94.253,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPad8,10;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/588071687]",20148,ford_mustang_mach_e,2021,yes,kia_ev_6,2022,yes,NA,NA,NA,253,ford_mustang_mach_e,2,yes,NA,250,yes,by_car,4,31_to_50,private_garage,NA,not_sure,300,app,NA,yes,300,yes,5,less_than_3,no,NA,NA,685,2024-04-15T03:13:30Z,2024-04-15T03:24:55Z,192,2,2,3,2,1,3,2,no,104,somewhat,1956,male,white,NA,degree_grad,NA,retired,independent,townhome,NA,own,2,200_to_250,61,yes,yes,200,785349,NA,262,2024-04-15T03:27:41Z,2024-04-15T03:32:03Z,51,2,2,1,1,2,2,no,NA,no,no
social,2024-04-15T03:17:03Z,NA,82,174.73.147.125,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone13,3;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/587801117]",85295,tesla_model_3,2023,yes,toyota_sienna,2012,no,NA,NA,NA,110,tesla_model_3,3,yes,NA,300,yes,by_car,2,10_to_30,private_garage,NA,not_sure,300,app,NA,yes,300,yes,5,5_to_8,no,NA,NA,328,2024-04-15T03:20:16Z,2024-04-15T03:25:44Z,76,2,2,3,3,2,3,3,no,71,believe,1977,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,5_or_more,150_to_200,47,yes,yes,300,498877,NA,183,2024-04-15T03:27:44Z,2024-04-15T03:30:47Z,107,1,2,3,3,1,1,no,Could I use v2g to power my house in an emergency? Also how would solar factor into this?,no,no
social,2024-04-15T03:32:48Z,NA,80,71.31.98.87,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/588071687]",30115,tesla_model_3,2019,yes,chevrolet_volt,2017,no,NA,NA,NA,143,tesla_model_3,2,yes,NA,300,yes,"by_car, by_walk",5,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,7,more_than_8,no,NA,NA,306,2024-04-15T03:36:32Z,2024-04-15T03:41:38Z,577,2,3,2,2,2,2,2,no,101,somewhat,1970,female,white,NA,degree_grad,NA,employed_over40,republican,detached,NA,own,2,150_to_200,47,yes,no,NA,785508,NA,183,2024-04-15T03:44:08Z,2024-04-15T03:47:11Z,12,2,1,2,1,2,1,no,NA,no,no
social,2024-04-15T03:56:09Z,NA,178,75.161.158.79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",87031,chevrolet_bolt_euv,2023,yes,honda_civic,2014,no,NA,NA,NA,194,chevrolet_bolt_euv,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,250,smc,Time of Day Rate PNM,yes,250,yes,7,5_to_8,no,NA,NA,344,2024-04-15T04:02:22Z,2024-04-15T04:08:06Z,469,2,2,2,2,1,2,1,no,73,very,1954,male,white,NA,college_some,NA,retired,democratic,detached,NA,own,2,100_to_150,78,no,NA,NA,547434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T03:59:11Z,NA,52,96.237.116.158,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1",01803,tesla_model_3,2021,yes,NA_NA,NA,no,NA,NA,NA,265,tesla_model_3,1,yes,NA,300,no,NA,NA,10_to_30,shared_garage,NA,yes,300,no,NA,yes,300,yes,1,5_to_8,no,NA,NA,691,2024-04-15T04:04:28Z,2024-04-15T04:15:59Z,10,2,1,1,2,3,1,1,no,107,very,1980,male,asian,NA,degree_grad,NA,employed_over40,democratic,apartment,NA,rent,1,250_to_300,68,yes,yes,200,748834,NA,367,2024-04-15T04:18:55Z,2024-04-15T04:25:02Z,505,2,1,1,2,2,2,no,"Many of the questions seem geared to homeowners. I live in an apartment building with free ChargePoint chargers, so I don’t contract directly with the utility; I don’t know if such options would be available to me. Also, with 20-30 EVs competing for four charging stations, we can’t always stay plugged in for a full 8 hours. I’d imagine it’s very different in a private garage.",no,no
social,2024-04-15T04:03:45Z,NA,121,108.36.97.29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",19054,chevrolet_bolt_euv,2023,yes,volkswagen_id_4,2021,yes,NA,NA,NA,172,chevrolet_bolt_euv,3,yes,NA,250,no,NA,NA,31_to_50,driveway,NA,yes,250,no,NA,yes,250,yes,4,3_to_5,no,NA,NA,432,2024-04-15T04:08:39Z,2024-04-15T04:15:51Z,478,2,1,2,1,2,1,1,no,115,very,1947,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,75_to_100,144,yes,yes,20,979863,NA,235,2024-04-15T04:20:11Z,2024-04-15T04:24:06Z,64,1,2,1,1,2,1,no,I am interesting in learning more.,no,no
social,2024-04-15T04:10:24Z,NA,67,98.213.212.120,"Mozilla/5.0 (Linux; Android 14; SM-S908U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/459.1.0.42.84;]",60586,porsche_taycan,2020,yes,porsche_panamera,2016,no,NA,NA,NA,140,porsche_taycan,2,yes,NA,200,yes,by_car,4,over_100,private_garage,NA,yes,250,app,NA,yes,250,yes,6,5_to_8,yes,2,3_to_5,219,2024-04-15T04:13:53Z,2024-04-15T04:17:32Z,292,3,3,3,3,1,3,3,no,73,somewhat,1974,male,asian,NA,degree_associate,NA,employed_over40,republican,detached,NA,own,2,250_to_300,37,yes,no,NA,365962,NA,143,2024-04-15T04:19:23Z,2024-04-15T04:21:46Z,109,2,3,1,3,3,2,no,NA,no,yes
social,2024-04-15T04:36:59Z,NA,99,76.115.253.48,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBDV/iPad14,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5]",97211,volkswagen_id_4,2023,yes,volkswagen_taos,2022,no,NA,NA,NA,229,volkswagen_id_4,2,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,no,250,no,NA,yes,250,yes,3,less_than_3,no,NA,NA,313,2024-04-15T04:42:28Z,2024-04-15T04:47:41Z,212,2,2,1,1,1,1,2,no,101,very,1956,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,2,150_to_200,84,yes,no,NA,257969,NA,135,2024-04-15T04:50:48Z,2024-04-15T04:53:03Z,344,2,2,1,2,1,1,no,NA,no,yes
social,2024-04-15T05:09:04Z,NA,138,172.59.153.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20G81 [FBAN/FBIOS;FBAV/459.0.5.36.101;FBBV/586316235;FBDV/iPhone13,3;FBMD/iPhone;FBSN/iOS;FBSV/16.6.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",83318,tesla_model_s,2022,yes,volvo_xc_90,2014,no,NA,NA,NA,212,tesla_model_s,3,yes,NA,300,yes,by_car,4,31_to_50,private_garage,NA,no,250,app,NA,yes,250,yes,3,3_to_5,no,NA,NA,239,2024-04-15T05:14:54Z,2024-04-15T05:18:53Z,508,3,3,3,3,2,2,2,no,147,neutral,1955,male,white,NA,degree_bs,NA,retired,republican,detached,NA,own,4,75_to_100,51,no,NA,NA,248254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T05:13:07Z,NA,77,24.94.7.218,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 Instagram 326.0.3.30.91 (iPhone12,8; iOS 17_4_1; en_US; en; scale=2.00; 750x1334; 585196636)",92122,hyundai_kona_electric,2020,yes,honda_pilot,2019,no,NA,NA,NA,106,hyundai_kona_electric,3,yes,NA,250,yes,by_car,5,10_to_30,driveway,NA,yes,250,app,NA,yes,250,yes,2,more_than_8,no,NA,NA,220,2024-04-15T05:16:11Z,2024-04-15T05:19:51Z,303,2,1,2,3,3,1,3,no,74,believe,1978,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,4,150_to_200,47,yes,yes,1000,244938,NA,231,2024-04-15T05:21:55Z,2024-04-15T05:25:46Z,227,1,2,3,2,1,2,no,"Should have asked users to rank the three attributes of the different v2g proposals. 

Also it didn’t mention (and was vague about) whether the utility would pay me market rates for times when vehicle is supplying the home.",no,no
social,2024-04-15T05:43:35Z,NA,67,216.126.34.216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",22963,tesla_model_y,2023,yes,tesla_model_s,2018,yes,NA,NA,NA,135,tesla_model_y,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,yes,350,app,NA,yes,350,yes,3,more_than_8,no,NA,NA,246,2024-04-15T05:46:57Z,2024-04-15T05:51:03Z,86,2,2,2,2,2,1,1,no,57,believe,1950,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,prefer_not_say,50,no,NA,NA,764166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T06:11:24Z,NA,124,162.120.142.107,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/452.0.0.39.110;FBBV/569146793;FBDV/iPad12,1;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/571609390]",60640,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,209,tesla_model_y,1,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,250,app,NA,yes,250,yes,7,5_to_8,no,NA,NA,485,2024-04-15T06:16:58Z,2024-04-15T06:25:03Z,2,3,1,1,2,2,2,2,no,158,very,1934,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,5_or_more,150_to_200,99,yes,no,NA,423123,NA,192,2024-04-15T06:29:23Z,2024-04-15T06:32:35Z,270,2,2,1,1,2,2,no,NA,no,no
social,2024-04-15T07:08:42Z,NA,188,209.181.251.208,"Mozilla/5.0 (Linux; Android 14; Pixel 5 Build/UP1A.231105.001.B2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.99 Mobile Safari/537.36 Instagram 326.0.0.42.90 Android (34/14; 440dpi; 1080x2072; Google/google; Pixel 5; redfin; redfin; en_US; 586181559)",55412,tesla_model_s,2021,yes,NA_NA,NA,no,NA,NA,NA,180,tesla_model_s,1,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,no,400,app,NA,yes,400,yes,7,more_than_8,no,NA,NA,302,2024-04-15T07:14:52Z,2024-04-15T07:19:54Z,397,2,1,2,3,2,1,1,no,80,believe,1986,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,4,300_to_400,55,yes,no,NA,833718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-04-15T11:15:27Z,NA,4023,71.213.142.251,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",45320,chevrolet_bolt_ev,2020,yes,chevrolet_express_cargo,2005,no,NA,NA,NA,128,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,300,no,NA,no,300,yes,3,more_than_8,no,NA,NA,240,2024-04-15T12:24:39Z,2024-04-15T12:28:39Z,540,3,1,2,2,2,2,2,no,69,very,1963,female,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,35_to_50,53,yes,yes,250,574779,NA,164,2024-04-15T12:30:42Z,2024-04-15T12:33:26Z,453,2,1,1,1,2,2,no,NA,no,no
