session,session_id,study_id,iteration,created,modified,ended,expired,time_4b_start,completion_code,v2g_survey,v2g_respID,v2g_df,user_range,time_4b_1,mc_v2g_1,time_4b_2,mc_v2g_2,time_4b_3,mc_v2g_3,time_4b_4,mc_v2g_4,time_4b_5,mc_v2g_5,time_4b_6,mc_v2g_6,time_4b_7,v2g_all_same,txt_feedback_2,time_4b_1_posix,time_4b_7_posix,time_diff_v2g,v2g_speeding,time_4b_end,psid_complete
8cvYaEwNoL8fb61bvoI5IP64bJFy3QeOn4TErxJ34U_qKAvCOIo5BJnDOrsIRfFo,35539738,141484,61,2024-10-02 01:38:55,2024-10-02 01:40:26,2024-10-02 01:40:26,,2024-10-02 01:38:55,249129,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1401,"{""profileID"":293,""respID"":1401,""qID"":1,""altID"":1,""obsID"":4801,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":70,""no_choice"":0}",400,2024-10-02 01:39:09,1,2024-10-02 01:39:23,2,2024-10-02 01:39:30,2,2024-10-02 01:39:39,3,2024-10-02 01:39:47,3,2024-10-02 01:40:01,1,2024-10-02 01:40:09,no,Nothing to add ,2024-10-02 01:39:09,2024-10-02 01:40:09,60,no,2024-10-02 01:40:26,S0iesZfB10YgY0HGCSFXnA**
dfU2YHZ-hk9zOz-1F_agt9tIV63c9VowWPGuHA2m9mITv3u6pGzPXUq5bLSLuq74,35539784,141484,62,2024-10-02 01:44:32,2024-10-02 01:47:10,2024-10-02 01:47:10,,2024-10-02 01:44:32,471725,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",298,"{""profileID"":166,""respID"":298,""qID"":1,""altID"":1,""obsID"":1783,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",100,2024-10-02 01:45:04,3,2024-10-02 01:45:41,1,2024-10-02 01:45:58,3,2024-10-02 01:46:06,1,2024-10-02 01:46:22,2,2024-10-02 01:46:39,1,2024-10-02 01:46:56,no,,2024-10-02 01:45:04,2024-10-02 01:46:56,112,no,2024-10-02 01:47:10,S0iesZfB10b6JT7Cv5IIdQ**
uD_eea3NY7OtO_nJJ57e5H2c94LESxu8JoWMkWeKsShk7DG70jATAAwwjvQ-Q_v4,35539814,141484,63,2024-10-02 01:47:35,2024-10-02 01:49:27,2024-10-02 01:49:27,,2024-10-02 01:47:36,770291,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3547,"{""profileID"":236,""respID"":3547,""qID"":1,""altID"":1,""obsID"":17677,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":4,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",200,2024-10-02 01:47:59,1,2024-10-02 01:48:11,2,2024-10-02 01:48:27,2,2024-10-02 01:48:43,2,2024-10-02 01:48:55,2,2024-10-02 01:49:06,1,2024-10-02 01:49:16,no,,2024-10-02 01:47:59,2024-10-02 01:49:16,77,no,2024-10-02 01:49:27,S0iesZfB10ZBH85TAmt6_g**
M-Lj8gsgFQJC8Wp_q87CBafSSyuW7e8hk0g0ERW_YbU4S_zU1XDui7n2rS5khZow,35539829,141484,64,2024-10-02 01:49:41,2024-10-02 01:51:28,2024-10-02 01:51:29,,2024-10-02 01:49:41,896059,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1135,"{""profileID"":389,""respID"":1135,""qID"":1,""altID"":1,""obsID"":3205,""enrollment_cash"":50,""occurrence_cash"":10,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",400,2024-10-02 01:49:55,1,2024-10-02 01:50:05,3,2024-10-02 01:50:22,1,2024-10-02 01:50:40,1,2024-10-02 01:50:50,1,2024-10-02 01:51:04,1,2024-10-02 01:51:19,no,,2024-10-02 01:49:55,2024-10-02 01:51:19,84,no,2024-10-02 01:51:28,S0iesZfB10asZ2Mo8PlBkg**
Hr0f5NH1P0p-PjnsDyRydR36iSVp8PWPwfEyY8b7ufiO66aw0703QC0j6RZyDOWj,35539831,141484,65,2024-10-02 01:49:42,2024-10-02 01:54:19,2024-10-02 01:54:20,,2024-10-02 01:49:42,886162,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2789,"{""profileID"":59,""respID"":2789,""qID"":1,""altID"":1,""obsID"":13129,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-02 01:50:41,1,2024-10-02 01:51:09,1,2024-10-02 01:51:58,1,2024-10-02 01:52:16,1,2024-10-02 01:52:40,1,2024-10-02 01:53:06,2,2024-10-02 01:53:41,no,,2024-10-02 01:50:41,2024-10-02 01:53:41,180,no,2024-10-02 01:54:19,S0iesZfB10Za9AX7ZMCTAQ**
g0sPi-9Pdv5Ts6wQKnOpP8OPciAxF69cNN2XsJ6-IDKkTG_vXTxMDlyx0u-ZMj8r,35539834,141484,66,2024-10-02 01:49:54,2024-10-02 01:50:57,2024-10-02 01:50:57,,2024-10-02 01:49:54,294280,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1043,"{""profileID"":153,""respID"":1043,""qID"":1,""altID"":1,""obsID"":2653,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 01:50:03,1,2024-10-02 01:50:08,2,2024-10-02 01:50:13,2,2024-10-02 01:50:19,2,2024-10-02 01:50:24,1,2024-10-02 01:50:30,2,2024-10-02 01:50:38,no,None thanks,2024-10-02 01:50:03,2024-10-02 01:50:38,35,no,2024-10-02 01:50:57,S0iesZfB10ap97Q9XjR8nQ**
pavmhXj_vQI50BhuDkJt5KiJVVZ94L806wt2h2b_A6xSwzhZkhI9EugzIRlJpyn-,35539883,141484,67,2024-10-02 01:56:18,2024-10-02 01:58:48,2024-10-02 01:58:49,,2024-10-02 01:56:18,313755,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4202,"{""profileID"":707,""respID"":4202,""qID"":1,""altID"":1,""obsID"":21607,""enrollment_cash"":200,""occurrence_cash"":5,""monthly_occurrence"":4,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",350,2024-10-02 01:57:30,1,2024-10-02 01:57:47,2,2024-10-02 01:58:01,1,2024-10-02 01:58:09,2,2024-10-02 01:58:14,2,2024-10-02 01:58:23,1,2024-10-02 01:58:34,no,N/A,2024-10-02 01:57:30,2024-10-02 01:58:34,64,no,2024-10-02 01:58:49,S0iesZfB10YiNOVtcsyBMQ**
Ceig0sqA2GLG7P5jtGz4ZAJqPYntAOPUmuvmx7M6I9NPZRDSDla0uXDdmUmVzMM-,35539913,141484,68,2024-10-02 01:59:32,2024-10-02 02:00:17,2024-10-02 02:00:18,,2024-10-02 01:59:32,416971,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3960,"{""profileID"":653,""respID"":3960,""qID"":1,""altID"":1,""obsID"":20155,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",200,2024-10-02 01:59:40,2,2024-10-02 01:59:46,1,2024-10-02 01:59:51,2,2024-10-02 01:59:56,1,2024-10-02 02:00:04,1,2024-10-02 02:00:09,1,2024-10-02 02:00:14,no,,2024-10-02 01:59:40,2024-10-02 02:00:14,34,no,2024-10-02 02:00:18,S0iesZfB10YBb9EWzDzZJw**
WmcbfaiNza4VayBOrfDEsgY5blsTviBTfRco1kLKCeuzgviAro6PETEVjBH-saVp,35539916,141484,69,2024-10-02 01:59:44,2024-10-02 02:00:35,2024-10-02 02:00:36,,2024-10-02 01:59:44,511163,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1668,"{""profileID"":10,""respID"":1668,""qID"":1,""altID"":1,""obsID"":6403,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",100,2024-10-02 01:59:57,1,2024-10-02 02:00:01,1,2024-10-02 02:00:07,2,2024-10-02 02:00:11,1,2024-10-02 02:00:15,2,2024-10-02 02:00:18,1,2024-10-02 02:00:22,no,,2024-10-02 01:59:57,2024-10-02 02:00:22,25,no,2024-10-02 02:00:35,S0iesZfB10Y442Jp1kWLVA**
R4Nl76lIZUr01xh1a2UF-1uHWJ-p6WplCCd45sIwurrQH4SjbkznxVlPi09md6Cp,35539950,141484,70,2024-10-02 02:03:58,2024-10-02 02:09:33,2024-10-02 02:09:34,,2024-10-02 02:03:58,821165,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",394,"{""profileID"":139,""respID"":394,""qID"":1,""altID"":1,""obsID"":2359,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 02:04:19,1,2024-10-02 02:04:34,1,2024-10-02 02:04:56,1,2024-10-02 02:05:52,2,2024-10-02 02:06:23,2,2024-10-02 02:08:04,1,2024-10-02 02:09:03,no,Sign me up!  Love the idea.,2024-10-02 02:04:19,2024-10-02 02:09:03,284,no,2024-10-02 02:09:33,S0iesZfB10bVF4W3iRPqkA**
FIbdwgWyHXDcJCEaISKdLoHfLYDEjGMDK4xE-4JX_6jstTvNyXTpzYX3eHjznEGS,35539994,141484,71,2024-10-02 02:09:23,2024-10-02 02:10:14,2024-10-02 02:10:14,,2024-10-02 02:09:23,101092,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1191,"{""profileID"":88,""respID"":1191,""qID"":1,""altID"":1,""obsID"":3541,""enrollment_cash"":300,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 02:09:30,3,2024-10-02 02:09:35,3,2024-10-02 02:09:40,3,2024-10-02 02:09:44,3,2024-10-02 02:10:01,1,2024-10-02 02:10:06,2,2024-10-02 02:10:10,no,,2024-10-02 02:09:30,2024-10-02 02:10:10,40,no,2024-10-02 02:10:14,S0iesZfB10aEHY2f7RBc9g**
6LOyUPMMgQH-Q3Bbg40d8TYX3yRMZtCXijmo1CQ0ozI7aKddB4e1YmxV8UTYLdI9,35540042,141484,72,2024-10-02 02:14:08,2024-10-02 02:15:09,2024-10-02 02:15:10,,2024-10-02 02:14:08,925011,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1000,"{""profileID"":336,""respID"":1000,""qID"":1,""altID"":1,""obsID"":2395,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",350,2024-10-02 02:14:19,3,2024-10-02 02:14:28,3,2024-10-02 02:14:32,3,2024-10-02 02:14:36,3,2024-10-02 02:14:41,3,2024-10-02 02:14:46,3,2024-10-02 02:14:50,yes,,2024-10-02 02:14:19,2024-10-02 02:14:50,31,no,2024-10-02 02:15:09,S0iesZfB10ZgZr_BpQulgQ**
K-fGmp9m6O-mNCdZeLwSYfAFqPaZq6GoDhFGBc4Cy8xuOaVB4A16Vm_u--bUPVCO,35540049,141484,73,2024-10-02 02:14:36,2024-10-02 02:15:58,2024-10-02 02:15:58,,2024-10-02 02:14:36,757767,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3286,"{""profileID"":166,""respID"":3286,""qID"":1,""altID"":1,""obsID"":16111,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 02:15:02,1,2024-10-02 02:15:12,2,2024-10-02 02:15:31,1,2024-10-02 02:15:35,1,2024-10-02 02:15:40,1,2024-10-02 02:15:43,1,2024-10-02 02:15:53,no,,2024-10-02 02:15:02,2024-10-02 02:15:53,51,no,2024-10-02 02:15:58,S0iesZfB10Zzz0XM5K34Cw**
mo4JsFXSi6NVxPvSSzcAiPk2ILNGcz_UlemZnGfvXtlyVnMn5rjndv4-gW-Yb3vl,35540051,141484,74,2024-10-02 02:14:38,2024-10-02 02:15:24,2024-10-02 02:15:25,,2024-10-02 02:14:39,988922,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4263,"{""profileID"":341,""respID"":4263,""qID"":1,""altID"":1,""obsID"":21973,""enrollment_cash"":50,""occurrence_cash"":2,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",500,2024-10-02 02:14:46,1,2024-10-02 02:14:51,2,2024-10-02 02:14:55,3,2024-10-02 02:15:00,2,2024-10-02 02:15:06,1,2024-10-02 02:15:11,2,2024-10-02 02:15:16,no,Thanks ,2024-10-02 02:14:46,2024-10-02 02:15:16,30,no,2024-10-02 02:15:24,S0iesZfB10ZbOd6OukHY8Q**
t__F9xV1uV6oV5ho9DIEtbKHDlBbL2uaYOm_NeRlE1OB9pijrlmoXge0MbDIfpuM,35540053,141484,75,2024-10-02 02:14:47,2024-10-02 02:18:02,2024-10-02 02:18:02,,2024-10-02 02:14:48,705612,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4068,"{""profileID"":545,""respID"":4068,""qID"":1,""altID"":1,""obsID"":20803,""enrollment_cash"":50,""occurrence_cash"":5,""monthly_occurrence"":4,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",200,2024-10-02 02:15:45,2,2024-10-02 02:16:08,3,2024-10-02 02:16:37,1,2024-10-02 02:16:53,2,2024-10-02 02:17:07,1,2024-10-02 02:17:22,1,2024-10-02 02:17:37,no,705612,2024-10-02 02:15:45,2024-10-02 02:17:37,112,no,2024-10-02 02:18:02,S0iesZfB10argxc-RnCLBA**
y1SmDD2rYWsfKUEdGKd2qTwkBGSXd6cwBEiPNpr7iOBsAc9yBL_RljONvWnDN3DX,35540172,141484,76,2024-10-02 02:33:18,2024-10-02 02:35:10,2024-10-02 02:35:11,,2024-10-02 02:33:18,212318,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3452,"{""profileID"":415,""respID"":3452,""qID"":1,""altID"":1,""obsID"":17107,""enrollment_cash"":200,""occurrence_cash"":15,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",150,2024-10-02 02:33:34,3,2024-10-02 02:33:55,2,2024-10-02 02:34:06,1,2024-10-02 02:34:20,2,2024-10-02 02:34:32,3,2024-10-02 02:34:43,2,2024-10-02 02:34:54,no,None ,2024-10-02 02:33:34,2024-10-02 02:34:54,80,no,2024-10-02 02:35:11,S0iesZfB10ZhxK1QG0_oGg**
LkBM1K60SCfOEsSKmKRm3dysQvQCOA9AzY40NnOM1wOJHu6EWqQ5YiFYBAsRg0i0,35540244,141484,77,2024-10-02 02:42:25,2024-10-02 02:43:46,2024-10-02 02:43:47,,2024-10-02 02:42:26,237529,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3020,"{""profileID"":611,""respID"":3020,""qID"":1,""altID"":1,""obsID"":14515,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",100,2024-10-02 02:42:43,2,2024-10-02 02:42:55,1,2024-10-02 02:43:03,1,2024-10-02 02:43:09,1,2024-10-02 02:43:16,2,2024-10-02 02:43:24,1,2024-10-02 02:43:31,no,None,2024-10-02 02:42:43,2024-10-02 02:43:31,48,no,2024-10-02 02:43:47,S0iesZfB10YGK6LpaiFobg**
WfDfR-Ip_lJ7DcdBUPLlkJuGqMTeFG8dUdaTs4i7Z447A8XgqGwTWYUSQiTw801P,35540260,141484,78,2024-10-02 02:44:20,2024-10-02 02:45:31,2024-10-02 02:45:32,,2024-10-02 02:44:21,762943,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2839,"{""profileID"":38,""respID"":2839,""qID"":1,""altID"":1,""obsID"":13429,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-02 02:44:33,2,2024-10-02 02:44:41,1,2024-10-02 02:44:48,2,2024-10-02 02:44:54,2,2024-10-02 02:45:03,1,2024-10-02 02:45:09,2,2024-10-02 02:45:15,no,No further comments ,2024-10-02 02:44:33,2024-10-02 02:45:15,42,no,2024-10-02 02:45:32,S0iesZfB10aZBjBYPMQm5Q**
Sv1g4STfKeATsf2w4MFdimCMMN5jDWz5KctKNvGALfCEbojXjzr0PTgrsREmHCNE,35540304,141484,79,2024-10-02 02:49:31,2024-10-02 02:52:01,2024-10-02 02:52:01,,2024-10-02 02:49:32,960341,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3856,"{""profileID"":240,""respID"":3856,""qID"":1,""altID"":1,""obsID"":19531,""enrollment_cash"":300,""occurrence_cash"":20,""monthly_occurrence"":4,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 02:49:58,2,2024-10-02 02:50:30,1,2024-10-02 02:50:39,2,2024-10-02 02:50:54,1,2024-10-02 02:51:40,2,2024-10-02 02:51:47,2,2024-10-02 02:51:53,no,,2024-10-02 02:49:58,2024-10-02 02:51:53,115,no,2024-10-02 02:52:01,S0iesZfB10ayqYkVxRlFrg**
fBfYMg_ITYYRw4efqpXbSyiVfrQi9Ha74LqxwwmctNNk97FjGx7bp28UDNKp6jVD,35540311,141484,80,2024-10-02 02:51:20,2024-10-02 02:55:08,2024-10-02 02:55:08,,2024-10-02 02:51:21,657560,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1964,"{""profileID"":108,""respID"":1964,""qID"":1,""altID"":1,""obsID"":8179,""enrollment_cash"":300,""occurrence_cash"":5,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 02:52:16,2,2024-10-02 02:52:31,1,2024-10-02 02:53:29,1,2024-10-02 02:53:52,1,2024-10-02 02:54:13,2,2024-10-02 02:54:29,1,2024-10-02 02:54:41,no,,2024-10-02 02:52:16,2024-10-02 02:54:41,145,no,2024-10-02 02:55:08,S0iesZfB10bUxjYwBBSNzA**
mA90Wru_lclrbp3W7KQO8VUwmviN-aN3mf8rXOWx6gVIFvSz7xT-nW2Izs6oZkIm,35540334,141484,81,2024-10-02 02:54:25,2024-10-02 02:57:00,2024-10-02 02:57:01,,2024-10-02 02:54:25,925103,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3913,"{""profileID"":91,""respID"":3913,""qID"":1,""altID"":1,""obsID"":19873,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-02 02:54:54,2,2024-10-02 02:55:26,1,2024-10-02 02:55:50,2,2024-10-02 02:56:00,2,2024-10-02 02:56:13,2,2024-10-02 02:56:25,1,2024-10-02 02:56:37,no,Cool concept,2024-10-02 02:54:54,2024-10-02 02:56:37,103,no,2024-10-02 02:57:01,S0iesZfB10ZR0iILV-ItvA**
e7IQk2yBELFEvyGUujzRbEpbEa27Td5UHJ3MJ3wkM5esKlLvPktHHuFx3Qrqfgq8,35540394,141484,82,2024-10-02 03:01:39,2024-10-02 03:03:44,2024-10-02 03:03:45,,2024-10-02 03:01:40,723412,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2232,"{""profileID"":658,""respID"":2232,""qID"":1,""altID"":1,""obsID"":9787,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-02 03:02:05,2,2024-10-02 03:02:28,1,2024-10-02 03:02:42,1,2024-10-02 03:03:03,2,2024-10-02 03:03:12,1,2024-10-02 03:03:25,1,2024-10-02 03:03:36,no,,2024-10-02 03:02:05,2024-10-02 03:03:36,91,no,2024-10-02 03:03:44,S0iesZfB10Y3dTTAOVjTZw**
zbxt5WrXv5-kTRTBTbBD3M-lvyZiilnck1Dg_T6kT8lHBg0mgOwx97IPiULPOdaa,35540514,141484,83,2024-10-02 03:16:40,2024-10-02 03:18:15,2024-10-02 03:18:16,,2024-10-02 03:16:41,390853,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3395,"{""profileID"":92,""respID"":3395,""qID"":1,""altID"":1,""obsID"":16765,""enrollment_cash"":300,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-02 03:16:55,2,2024-10-02 03:17:04,1,2024-10-02 03:17:10,1,2024-10-02 03:17:16,3,2024-10-02 03:17:22,1,2024-10-02 03:17:43,2,2024-10-02 03:17:49,no,,2024-10-02 03:16:55,2024-10-02 03:17:49,54,no,2024-10-02 03:18:15,S0iesZfB10ac4abtBxhYnw**
x80HYz8zn3YxH_L6pEaZ-x0krFRVF21zxZRJPodWtMbEzDp4d5PE7qakfAW8ez25,35540595,141484,84,2024-10-02 03:26:52,2024-10-02 03:28:39,2024-10-02 03:28:40,,2024-10-02 03:26:53,476172,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3820,"{""profileID"":580,""respID"":3820,""qID"":1,""altID"":1,""obsID"":19315,""enrollment_cash"":300,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-02 03:27:24,2,2024-10-02 03:27:46,1,2024-10-02 03:27:56,2,2024-10-02 03:28:05,2,2024-10-02 03:28:13,1,2024-10-02 03:28:22,2,2024-10-02 03:28:30,no,,2024-10-02 03:27:24,2024-10-02 03:28:30,66,no,2024-10-02 03:28:39,S0iesZfB10YmZrStkwZ1JA**
y10Ee9wuBtL3Di8zzdpPVf15vAhDDqrxRDE4AfuvRopQ2fathsBfJIBXusE6Xpwg,35540608,141484,85,2024-10-02 03:29:03,2024-10-02 03:30:52,2024-10-02 03:30:53,,2024-10-02 03:29:04,885580,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1197,"{""profileID"":161,""respID"":1197,""qID"":1,""altID"":1,""obsID"":3577,""enrollment_cash"":50,""occurrence_cash"":2,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-02 03:29:23,1,2024-10-02 03:29:58,1,2024-10-02 03:30:07,2,2024-10-02 03:30:13,2,2024-10-02 03:30:21,1,2024-10-02 03:30:29,1,2024-10-02 03:30:39,no,,2024-10-02 03:29:23,2024-10-02 03:30:39,76,no,2024-10-02 03:30:53,S0iesZfB10Z5k806FGSjtw**
M6-XqYw2ABx-n71AvmGgTdOxtcO_e9WLg2q3p6NR-t0BdD-WpxDQic_UNvaH6Hdj,35540621,141484,86,2024-10-02 03:30:35,2024-10-02 03:33:29,2024-10-02 03:33:30,,2024-10-02 03:30:36,430981,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",327,"{""profileID"":30,""respID"":327,""qID"":1,""altID"":1,""obsID"":1957,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":2,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",350,2024-10-02 03:31:11,3,2024-10-02 03:31:32,2,2024-10-02 03:31:54,1,2024-10-02 03:32:22,1,2024-10-02 03:32:34,2,2024-10-02 03:32:45,1,2024-10-02 03:32:58,no,No other thoughts or feedback at this time.,2024-10-02 03:31:11,2024-10-02 03:32:58,107,no,2024-10-02 03:33:29,S0iesZfB10Zwd2I2B0z8Hw**
