session,session_id,study_id,iteration,created,modified,ended,expired,time_3_start,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_3_end
FkspSne89lAdRZeb6ksD6KlkuuHflJpwJvLRU4gI6XNNEHHrn6cAEoAW9gmwtbiV,35548082,141365,239,2024-10-02 14:06:31,2024-10-02 14:07:17,2024-10-02 14:07:17,,2024-10-02 14:06:31,very,1956,male,white,,degree_bs,,employed_over40,democratic,detached,,own,4,150_to_200,2024-10-02 14:07:17
olklB3Ja0cdAjBPMc3AbYuLD8uef7SKIgpwqGl2S1DrFNhU36rCTFaxk-XqvUzON,35548123,141365,240,2024-10-02 14:08:22,2024-10-02 14:10:11,2024-10-02 14:10:11,,2024-10-02 14:08:22,believe,1985,male,white,,degree_grad,,employed_over40,democratic,detached,,own,3,150_to_200,2024-10-02 14:10:11
3Q0f-6XSDWbXiKKz-pfB8uslxVT4cDHR0Uef_yX7iTLq3ievFxDuHL0e6Nxz0-8h,35548134,141365,241,2024-10-02 14:09:03,2024-10-02 14:10:11,2024-10-02 14:10:12,,2024-10-02 14:09:03,believe,1953,female,white,,degree_bs,,retired,democratic,detached,,own,2,35_to_50,2024-10-02 14:10:12
-lD1EYYjff-J5vuEx1BTmhGFaKzhWDglTXQpE7LxlAq5ZUwbKr7mF24R_z_xFBQN,35548151,141365,242,2024-10-02 14:09:28,2024-10-02 14:10:12,2024-10-02 14:10:12,,2024-10-02 14:09:28,very,1963,male,hispanic,,degree_bs,,employed_over40,democratic,detached,,own,2,100_to_150,2024-10-02 14:10:12
pqFwZPLhQEnLY6VzTxPdrGbqos9TJCuC3E_vaUQOpzHRYjDxPt_VaEFg-grtRG50,35548325,141365,243,2024-10-02 14:20:45,2024-10-02 14:21:40,2024-10-02 14:21:40,,2024-10-02 14:20:45,believe,1995,male,black,,degree_bs,,employed_over40,democratic,detached,,own,4,over_400,2024-10-02 14:21:40
V8cQaLdxQYOYkf9F5zSbxaltp8gzyECcqL6GhxH2HZN_EIy-gC3Tu9hn1TO2RA13,35548336,141365,244,2024-10-02 14:21:58,2024-10-02 14:24:05,2024-10-02 14:24:05,,2024-10-02 14:21:58,believe,1960,male,black,,degree_bs,,employed_under40,independent,detached,,own,2,150_to_200,2024-10-02 14:24:05
VgDi8IPNbUMEV9fxFbeyWlp0J2zTqYVC-F1jhf_GFTr31CjgU3L9_XEBUQgP74EE,35548423,141365,245,2024-10-02 14:25:31,2024-10-02 14:26:28,2024-10-02 14:26:29,,2024-10-02 14:25:31,believe,1967,female,white,,degree_grad,,employed_over40,independent,detached,,own,4,200_to_250,2024-10-02 14:26:29
sMfd_vnZhodCsmwN9twjYK23B6-krc46t5YtczotPEB-PBquhdW82o1O6Ua0IDD9,35548505,141365,246,2024-10-02 14:29:35,2024-10-02 14:30:50,2024-10-02 14:30:51,,2024-10-02 14:29:35,very,1950,female,white,,degree_bs,,retired,independent,townhome,,own,2,75_to_100,2024-10-02 14:30:51
IOVtqB6v0XwFLtENYhdmtxBzHMuIjf8-AGA3a-BgbaUd078cx2CXxvlGnytV6FsW,35548518,141365,247,2024-10-02 14:30:24,2024-10-02 14:32:43,2024-10-02 14:32:43,,2024-10-02 14:30:24,very,1984,male,white,,degree_grad,,employed_under40,democratic,detached,,own,4,150_to_200,2024-10-02 14:32:43
eto49dP_qzbxJ7f2IChtgAO1Fy2mshng3mabIoSdlZUNpyTmqghUCuKKlQGRvYyV,35548614,141365,248,2024-10-02 14:35:06,2024-10-02 14:35:48,2024-10-02 14:35:48,,2024-10-02 14:35:06,somewhat,1959,male,white,,degree_grad,,retired,republican,detached,,own,2,75_to_100,2024-10-02 14:35:48
m2qQgfUk1Pd0y5nXuTlzJT5D7-BfGO2PgyZJFYbzGvE0twUCdn9uMjHvoA0Gk2mB,35548715,141365,249,2024-10-02 14:45:16,2024-10-02 14:46:31,2024-10-02 14:46:31,,2024-10-02 14:45:16,believe,1969,female,asian,,degree_grad,,employed_under40,independent,detached,,own,4,300_to_400,2024-10-02 14:46:31
PwAvCm77X5aEAd124pD04CdpsLVLRZ7uPdVN_FC99Ue7Pc3QO0kb5lgHRzuk8gZz,35548718,141365,250,2024-10-02 14:45:43,2024-10-02 14:47:28,2024-10-02 14:47:28,,2024-10-02 14:45:43,not,1944,female,white,,college_some,,employed_over40,republican,detached,,own,1,50_to_75,2024-10-02 14:47:28
AbSUBW3L8a113FwrkmkSKXMknM9_W5uuXoRh8V7D7ZFvmcN6Ao6FTEX3TF0YD0KS,35548722,141365,251,2024-10-02 14:45:56,2024-10-02 14:47:04,2024-10-02 14:47:04,,2024-10-02 14:45:56,somewhat,1975,male,white,,degree_bs,,employed_under40,republican,townhome,,own,1,100_to_150,2024-10-02 14:47:04
WyML_-hE2wH3Ywds0RR8oB4exOUMgDyyjvczW_n4kbyAJjU_5hM4kcXeGl2E5pcN,35548842,141365,252,2024-10-02 14:52:32,2024-10-02 14:53:24,2024-10-02 14:53:25,,2024-10-02 14:52:33,somewhat,1985,male,black,,degree_associate,,employed_under40,republican,detached,,rent,3,50_to_75,2024-10-02 14:53:25
92HbUtnG35MIuyu2rhpayo39WfDv2nDqBy-Za6doL-WQ29vhOe6zN1XPCvv3UeVp,35548879,141365,253,2024-10-02 14:55:13,2024-10-02 14:56:11,2024-10-02 14:56:11,,2024-10-02 14:55:13,very,1987,female,white,,degree_grad,,employed_under40,democratic,detached,,own,4,300_to_400,2024-10-02 14:56:11
QPAjRCXr31q9GIiMTiFLKAhwTmEemw7ceEu8HKoxw_SUxyAsn1QdsCwUW7fgK53a,35548886,141365,254,2024-10-02 14:55:40,2024-10-02 14:56:29,2024-10-02 14:56:30,,2024-10-02 14:55:41,believe,1956,female,white,,degree_grad,,retired,independent,detached,,own,2,150_to_200,2024-10-02 14:56:30
kB0i7Sh8zWQoH_qn77VUYB4dEFl9apcJUGK2FV_QnYvYJvOUNsH_gjysjfOtrbVc,35549086,141365,255,2024-10-02 15:04:41,2024-10-02 15:05:44,2024-10-02 15:05:45,,2024-10-02 15:04:41,believe,1943,male,white,,degree_bs,,retired,independent,apartment,,rent,1,75_to_100,2024-10-02 15:05:44
aiVbkj1BijkQFWAKzW2Df7xy3qR7lAQcUTWMc27JMOoCl2wRm6V5saiFC3ZmQz3H,35549090,141365,256,2024-10-02 15:04:46,2024-10-02 15:05:37,2024-10-02 15:05:37,,2024-10-02 15:04:46,very,1974,female,white,,degree_bs,,employed_over40,democratic,detached,,own,3,300_to_400,2024-10-02 15:05:37
FHt-GTr20Nkqp3pLoBwLUdf_kVsTCqAni7XZOttuBh6MCuCBdsWKi4g_E5vO9Uz-,35549120,141365,257,2024-10-02 15:06:55,2024-10-02 15:08:21,2024-10-02 15:08:21,,2024-10-02 15:06:55,very,1982,female,white,,degree_grad,,employed_over40,independent,townhome,,rent,1,200_to_250,2024-10-02 15:08:21
j1c2e0QPyvKCNZNDFeVDgiaa8MRsIhER4ffFP-pd3cYKO5igRexAO2F4ChtLcoa1,35549133,141365,258,2024-10-02 15:07:34,2024-10-02 15:09:53,2024-10-02 15:09:53,,2024-10-02 15:07:34,believe,1942,female,white,,degree_bs,,retired,democratic,detached,,own,2,100_to_150,2024-10-02 15:09:53
J8DynaJYI2h6AzFzGZX8f2WHAx7XMeYNk31fdZzoGBlmuAo_prru4EdmTX5xumME,35549175,141365,259,2024-10-02 15:09:58,2024-10-02 15:10:58,2024-10-02 15:10:59,,2024-10-02 15:09:59,very,1984,male,white,,degree_grad,,employed_over40,democratic,detached,,own,4,150_to_200,2024-10-02 15:10:58
7X8ZC4cHL8_vJIu415zsy4521VuB1wMuK76t7S1e8M6Il5oZW3TT133LANxR6RW3,35549191,141365,260,2024-10-02 15:10:31,2024-10-02 15:11:19,2024-10-02 15:11:19,,2024-10-02 15:10:31,believe,1976,male,white,,degree_bs,,employed_over40,democratic,detached,,own,5_or_more,200_to_250,2024-10-02 15:11:19
TfES2bhqWwa83dvm7eJu-peAGRWSZSdDhhoya_Raib28KovpbqPo0ya8vUBmm8v4,35549216,141365,261,2024-10-02 15:11:43,2024-10-02 15:12:49,2024-10-02 15:12:49,,2024-10-02 15:11:43,somewhat,1980,male,black,,hs,,employed_under40,democratic,apartment,,rent,2,25_to_35,2024-10-02 15:12:49
sBpRNTSPa1ewSpGYToCmVPLh4o0x_XxEuLzCqTRgF56d2kycMRlzN3pr7N7Pvt5g,35549330,141365,262,2024-10-02 15:21:50,2024-10-02 15:23:10,2024-10-02 15:23:10,,2024-10-02 15:21:50,neutral,1957,female,white,,degree_grad,,retired,independent,condo,,own,2,100_to_150,2024-10-02 15:23:10
HiP4C1K5UHpboW499takfcm-IG1FBg4Xp1xhvXWNG-BgDfFoxFfEj5vpY9B3WgXq,35549338,141365,263,2024-10-02 15:22:07,2024-10-02 15:23:02,2024-10-02 15:23:02,,2024-10-02 15:22:07,believe,1969,female,white,,degree_bs,,employed_over40,independent,detached,,own,4,100_to_150,2024-10-02 15:23:02
3J_1P4G7t0ImyZPB52pRXznzkNBYFjOlrTli8Uj9odt3ZnMpmVY3zcR2I0I5prcg,35549451,141365,264,2024-10-02 15:27:58,2024-10-02 15:29:16,2024-10-02 15:29:16,,2024-10-02 15:27:59,neutral,1966,male,white,,college_some,,employed_over40,independent,detached,,own,3,250_to_300,2024-10-02 15:29:16
VocL1xD2j3_CKZWIvf4Psytty-L0cGFW5LWfWWlYikVP_sqgzqJShDjsHmfm1yZl,35549500,141365,265,2024-10-02 15:29:30,2024-10-02 15:30:03,2024-10-02 15:30:03,,2024-10-02 15:29:30,neutral,1981,female,white,,degree_grad,,employed_over40,independent,detached,,own,4,250_to_300,2024-10-02 15:30:03
RqNl9r-02zpXdXk4lijHy79NvWhmo7FtSXiIBJoIwWkvMUZWmD1ckQAIBSaZpNIR,35549701,141365,266,2024-10-02 15:33:18,2024-10-02 15:34:11,2024-10-02 15:34:11,,2024-10-02 15:33:18,believe,1983,female,white,,degree_grad,,employed_over40,republican,detached,,own,4,100_to_150,2024-10-02 15:34:11
S32f6qtwaUrCKQNjOgyd2UkuOUPBIZ-IJO1oLxerfEpqVxHlkjipBH5Hq6OwksSJ,35549702,141365,267,2024-10-02 15:33:19,2024-10-02 15:34:23,2024-10-02 15:34:24,,2024-10-02 15:33:19,very,1949,male,white,,college_some,,retired,republican,detached,,own,2,75_to_100,2024-10-02 15:34:23
1gYefjCUr-Jm_psyjclBO08zcVJ1tegC16FaH2AV-WNAMxJxINi9hkuda_dK4ezR,35549741,141365,268,2024-10-02 15:34:14,2024-10-02 15:35:00,2024-10-02 15:35:01,,2024-10-02 15:34:14,very,1967,male,white,,degree_grad,,employed_over40,democratic,apartment,,rent,1,150_to_200,2024-10-02 15:35:00
MU28dd9-XDZU0XRYmvoETyAXbPXm9BmL22df-DN4YGoVz6w-x0eQrh8YthQk3yXp,35549868,141365,269,2024-10-02 15:38:26,2024-10-02 15:39:28,2024-10-02 15:39:28,,2024-10-02 15:38:26,very,1944,female,white,,degree_grad,,retired,democratic,townhome,,rent,2,over_400,2024-10-02 15:39:28
kdWEfZ0K5OsTd03G7V83oUgLCttKgCUpn-iFzPp63Dz2IyQGaJhnGAaSCiRQSXzA,35549881,141365,270,2024-10-02 15:39:10,2024-10-02 15:40:32,2024-10-02 15:40:33,,2024-10-02 15:39:11,not,1959,female,white,,degree_bs,,retired,republican,detached,,own,3,75_to_100,2024-10-02 15:40:32
kPWU30At0nXjbu88W-t5BQaJw81sKQrn-uyPr_6ZH1WZOugYZ97j1ylGTUx8E-s_,35549927,141365,271,2024-10-02 15:41:07,2024-10-02 15:42:06,2024-10-02 15:42:06,,2024-10-02 15:41:07,somewhat,1967,male,white,,degree_associate,,employed_under40,independent,detached,,own,2,100_to_150,2024-10-02 15:42:06
66bKiMmkN8tdT_tkbLS6bQSsZcoVGgR1O3K6E7vDuc8s-cJTlBlUODIqEHZ_dn_H,35550067,141365,272,2024-10-02 15:47:12,2024-10-02 15:47:46,2024-10-02 15:47:46,,2024-10-02 15:47:12,believe,1989,male,white,,degree_bs,,employed_over40,republican,apartment,,rent,2,75_to_100,2024-10-02 15:47:46
VwSffIBvwdelkea6ujkBJDBMhPpo6v3p9kIBSSadjzdJ-2SHlaL8Hwjqs63HH8x5,35550096,141365,273,2024-10-02 15:48:24,2024-10-02 15:49:25,2024-10-02 15:49:25,,2024-10-02 15:48:24,somewhat,1950,male,white,,degree_grad,,retired,independent,townhome,,own,2,150_to_200,2024-10-02 15:49:25
loNqeKic6IYBju7rrbqiAJGE8CnonaozFEfCnTwdOKYxagTvpOOUoedHLQ5aDPQD,35550221,141365,274,2024-10-02 15:53:58,2024-10-02 15:54:57,2024-10-02 15:54:57,,2024-10-02 15:53:59,neutral,1960,male,white,,degree_bs,,employed_over40,republican,detached,,own,2,200_to_250,2024-10-02 15:54:57
s4ViK31rcd1quLdtj0-YKNqqpRKxXrrfINYVfEJQa3bYz0M02SolDsLTQVunWni2,35550242,141365,275,2024-10-02 15:55:12,2024-10-02 15:56:17,2024-10-02 15:56:18,,2024-10-02 15:55:13,very,1962,male,white,,degree_bs,,employed_over40,independent,townhome,,own,2,300_to_400,2024-10-02 15:56:18
hoMNG_Z1LEJg4IuChJgeoO1hAILrI7xYmE_9rE7ciV1-YO0eJCmnQCSW67BAL7-0,35550265,141365,276,2024-10-02 15:56:22,2024-10-02 15:57:28,2024-10-02 15:57:28,,2024-10-02 15:56:22,not,1959,male,white,,vocational,,retired,republican,detached,,own,2,200_to_250,2024-10-02 15:57:28
Gd3qi-Em7D9VAXDKQIpRMg5VAQng3k7j-kY_epqiE-lyo1xRywhlXt9nYTRe_WlG,35550284,141365,277,2024-10-02 15:57:03,2024-10-02 15:58:10,2024-10-02 15:58:10,,2024-10-02 15:57:03,very,1977,male,asian,,degree_bs,,employed_over40,democratic,detached,,own,4,200_to_250,2024-10-02 15:58:10
_6-GPndPhD-Liq3iuO-2jfcE98P0anjD-7cEONFo_y9IAwaH8wRzMgasWmymhMRY,35550329,141365,278,2024-10-02 15:58:48,2024-10-02 16:00:09,2024-10-02 16:00:09,,2024-10-02 15:58:48,believe,1986,female,white,,degree_bs,,employed_under40,democratic,townhome,,rent,2,50_to_75,2024-10-02 16:00:09
E4iYyp7cH4Fk4DilUjRnaSChr8-QoX322bXxRXhTQ0gqRxxzM3IGu6AAcoXzhKDi,35550426,141365,279,2024-10-02 16:02:05,2024-10-02 16:02:50,2024-10-02 16:02:51,,2024-10-02 16:02:05,very,1956,male,white,,degree_bs,,retired,democratic,detached,,own,1,50_to_75,2024-10-02 16:02:50
rssn1OvQDGy7pyZ_8RJvd-IO9YUvoNTipYiJijwFghlj3YBND9RgDBg8Jk3M0ceE,35550428,141365,280,2024-10-02 16:02:21,2024-10-02 16:03:16,2024-10-02 16:03:17,,2024-10-02 16:02:22,somewhat,1963,male,black,,degree_bs,,employed_over40,democratic,detached,,own,3,35_to_50,2024-10-02 16:03:17
_-16WUxtqLDTd27xr3w19OjE8ziL_F1wgYcaIdlVMFgAaiXpIjgm3dtMnIzgvJKP,35550460,141365,281,2024-10-02 16:04:06,2024-10-02 16:06:05,2024-10-02 16:06:06,,2024-10-02 16:04:06,neutral,1963,female,white,,degree_grad,,employed_under40,democratic,apartment,,own,4,200_to_250,2024-10-02 16:06:05
vFNasgfdFwFJ4w-817G0fhzkvg1xG47GeBptX5AtR7J-kwBdw6qZxBfs_wWhEJya,35550487,141365,282,2024-10-02 16:05:24,2024-10-02 16:06:00,2024-10-02 16:06:01,,2024-10-02 16:05:24,very,1997,male,white,,degree_bs,,employed_over40,democratic,apartment,,rent,3,over_400,2024-10-02 16:06:00
-wI56tAUeiSlcSux_ePXVq3kZZ88apprGUMY5KXHpoX959Rueql7M-fvXZ07srHj,35550519,141365,283,2024-10-02 16:07:18,2024-10-02 16:08:00,2024-10-02 16:08:01,,2024-10-02 16:07:18,somewhat,1995,male,asian,,vocational,,student,democratic,mobile,,own,3,25_to_35,2024-10-02 16:08:01
bvM7t0RctaSyQWV_q98jj8kOXawRQNbE0RrI0Ci50UaYlNW6xg5c38d1j_ajcQIT,35550595,141365,284,2024-10-02 16:09:39,2024-10-02 16:10:59,2024-10-02 16:10:59,,2024-10-02 16:09:39,very,1952,female,white,,degree_grad,,retired,democratic,detached,,own,2,100_to_150,2024-10-02 16:10:59
dm1GdCbevaRQ5LJnYwGwkwkYtOn-PZDV8LAVnoSd1F7x9hhP5Y-OzpaGNytNiX-M,35550640,141365,285,2024-10-02 16:12:05,2024-10-02 16:13:00,2024-10-02 16:13:00,,2024-10-02 16:12:05,believe,1996,female,white,,degree_bs,,employed_over40,democratic,detached,,own,5_or_more,100_to_150,2024-10-02 16:13:00
iDUHRQxlQikRcQsVoFimOh1rqOkB5iYMOPSjgs0VFLzAu6uT-AMkOARErLSEEuTc,35550655,141365,286,2024-10-02 16:13:09,2024-10-02 16:14:19,2024-10-02 16:14:20,,2024-10-02 16:13:10,believe,1955,female,white,,degree_bs,,employed_over40,independent,detached,,own,3,75_to_100,2024-10-02 16:14:19
djWheLY-Ua1jiJQKu_9yEBo-GsshHkYylJMjjFZIRvFi8r4DvN1AD5BbJHOx6FK_,35550675,141365,287,2024-10-02 16:14:53,2024-10-02 16:15:24,2024-10-02 16:15:24,,2024-10-02 16:14:53,very,1997,female,white,,degree_bs,,employed_over40,democratic,apartment,,rent,2,100_to_150,2024-10-02 16:15:24
W7th8w6bcJ74diE4ycAUYmXp2oyqbleBO22XOAdyj2s21xZNIh4qKpZR4l6Fekhd,35550814,141365,288,2024-10-02 16:21:34,2024-10-02 16:26:05,2024-10-02 16:26:05,,2024-10-02 16:21:34,very,1983,male,white,,degree_grad,,employed_under40,democratic,detached,,own,4,100_to_150,2024-10-02 16:26:05
xkbSRyFrgRgiAAm-C5A_xBiNigAwiS50BgGssP3voaTbDChT90jckM6hIBkWokwG,35550823,141365,289,2024-10-02 16:22:33,2024-10-02 16:23:56,2024-10-02 16:23:57,,2024-10-02 16:22:33,very,1965,male,hispanic,,degree_bs,,employed_over40,democratic,detached,,own,1,150_to_200,2024-10-02 16:23:57
T66r7xCKSa8XQ8nZH-QK6v55AEoItDpBnMldxQ35x0QAzCZlGE5ph80GLrjmQrkc,35550825,141365,290,2024-10-02 16:23:09,2024-10-02 16:23:49,2024-10-02 16:23:49,,2024-10-02 16:23:09,very,1984,male,asian,,degree_grad,,employed_over40,independent,apartment,,rent,2,50_to_75,2024-10-02 16:23:49
b8pYBcJJ7s5CVBCxclBu3lawLw_483a5YMjClCoZwea1Ozsf12kkavfHQHHz0yF8,35550952,141365,291,2024-10-02 16:34:10,2024-10-02 16:35:23,2024-10-02 16:35:23,,2024-10-02 16:34:10,believe,1946,male,white,,degree_grad,,retired,democratic,detached,,rent,4,100_to_150,2024-10-02 16:35:23
M6wmqUUKsWU7RP7ZIqAFZZ3zgrElrERf55f79DLr3c8bbBk_MgdqTA5PWoZ65QSq,35550984,141365,292,2024-10-02 16:36:19,2024-10-02 16:37:12,2024-10-02 16:37:13,,2024-10-02 16:36:19,believe,1962,male,white,,degree_grad,,employed_under40,independent,detached,,own,2,200_to_250,2024-10-02 16:37:13
S2n5YPrh5Hc-Z7j_wNj1nrHqhOaODO0vJOOzl1GdQNB7POjXYko5MTcgfR7dZOod,35551061,141365,293,2024-10-02 16:41:19,2024-10-02 16:42:11,2024-10-02 16:42:12,,2024-10-02 16:41:19,very,1989,male,white,,degree_grad,,employed_under40,democratic,mobile,,own,3,150_to_200,2024-10-02 16:42:12
-rJctlZ4nmIBUTUbd6THu5te4bid027bxXRkl644_T1YnjDvD9fIUuQ0FMtJCBMH,35551068,141365,294,2024-10-02 16:41:44,2024-10-02 16:44:03,2024-10-02 16:44:03,,2024-10-02 16:41:44,not,1972,male,white,,degree_bs,,employed_over40,republican,apartment,,rent,2,150_to_200,2024-10-02 16:44:03
aMPkWo6eB53z-Oz3RhBXbtXJWznmrNT2em__HVpVNhhpUNazJ_pLukGhZCfYsw46,35551070,141365,295,2024-10-02 16:41:57,2024-10-02 16:43:18,2024-10-02 16:43:18,,2024-10-02 16:41:57,very,1973,male,white,,degree_grad,,employed_under40,republican,detached,,own,4,250_to_300,2024-10-02 16:43:18
S86Nsj2etgvJspPup012bUE6ydQklJ0JSMDreaAgW1iuu_NX2xdXCrwYVJdSvRgj,35551086,141365,296,2024-10-02 16:43:12,2024-10-02 16:44:29,2024-10-02 16:44:30,,2024-10-02 16:43:12,very,1952,female,white,,degree_grad,,employed_under40,republican,townhome,,own,3,over_400,2024-10-02 16:44:30
KgM-tjuWzRInu_aDvlGuXOynHZKVx629lY--2CJMvj_ZHozvUvuOd1SijFHeu26g,35551155,141365,297,2024-10-02 16:46:25,2024-10-02 16:47:28,2024-10-02 16:47:29,,2024-10-02 16:46:25,believe,1940,male,white,,degree_associate,,retired,democratic,detached,,own,1,50_to_75,2024-10-02 16:47:28
Hvhwmu35sl795FdABzCZq5yJ97EMWC46rfuMN8ZL01gk0UwyuxLq7AI4oSkH38bA,35551188,141365,298,2024-10-02 16:49:12,2024-10-02 16:49:46,2024-10-02 16:49:46,,2024-10-02 16:49:12,very,1992,male,white,,college_some,,retired,democratic,detached,,own,1,250_to_300,2024-10-02 16:49:46
NZfTJ0rd3xkmAakEBgNakwR1ag9aMYgj0Ua7RMnLGazA4RssOq4e7ByoVBuqTIsE,35551276,141365,299,2024-10-02 16:53:06,2024-10-02 16:54:47,2024-10-02 16:54:47,,2024-10-02 16:53:06,neutral,1977,female,white,,degree_grad,,employed_under40,democratic,detached,,own,4,150_to_200,2024-10-02 16:54:47
i4Qk5EKPDlKnzVKcNEdGPz3bPg8XiQw0B36kD0h_zxVaNlWSd2lBcIMMvnzbiD9k,35551278,141365,300,2024-10-02 16:53:41,2024-10-02 16:54:40,2024-10-02 16:54:41,,2024-10-02 16:53:41,believe,1980,male,asian,,degree_grad,,employed_under40,independent,detached,,own,4,150_to_200,2024-10-02 16:54:40
MoG_6KlzpXUnM34bO1TMSthxqy0_wQ9FbV1VdNp9RscOAD4e5vFgWAQYd1wLYWAD,35551314,141365,301,2024-10-02 16:55:38,2024-10-02 16:56:35,2024-10-02 16:56:35,,2024-10-02 16:55:38,not,1985,male,white,,degree_grad,,employed_over40,independent,townhome,,rent,2,100_to_150,2024-10-02 16:56:35
0poDpRVA-IqjWGI_JABp3Xa5MLxgBexuy03IPLu5X7yytYYloiCwT1Y1d2bzUWU0,35551448,141365,302,2024-10-02 17:05:02,2024-10-02 17:05:50,2024-10-02 17:05:50,,2024-10-02 17:05:02,very,1969,male,white,,degree_bs,,employed_over40,independent,detached,,own,2,150_to_200,2024-10-02 17:05:50
uVA31eIy5ErJuh2jtVCuJbu5AK6DcKf6z5DoRqG2lLwkCHZ0QRU6-ezfr1VgjuLC,35551478,141365,303,2024-10-02 17:07:55,2024-10-02 17:09:10,2024-10-02 17:09:10,,2024-10-02 17:07:55,believe,1986,female,white,,degree_grad,,employed_over40,democratic,detached,,own,2,200_to_250,2024-10-02 17:09:10
p2BOt2taK6oPtS3FWfnxyDwbfYT36pEztEiMPwzkIE98y3J4BT8FazUmLy3LK_4_,35551528,141365,304,2024-10-02 17:12:36,2024-10-02 17:13:42,2024-10-02 17:13:43,,2024-10-02 17:12:36,believe,1958,male,white,,degree_bs,,retired,independent,condo,,own,2,100_to_150,2024-10-02 17:13:43
7cRmRSEN6c9AR0emMkO3DxA18_hvDCainTOsgwzv0Iwcd507no3ZNobfWhkX2T_s,35551583,141365,305,2024-10-02 17:19:05,2024-10-02 17:20:09,2024-10-02 17:20:09,,2024-10-02 17:19:05,believe,1970,female,asian,,degree_bs,,employed_over40,independent,townhome,,own,2,100_to_150,2024-10-02 17:20:09
5ggz0nWTTWkSeZzcEVy9UEusaxs4w75VY-qwJmMLyS8xQoVyh6SPaDIBfqAsg_Ns,35551640,141365,306,2024-10-02 17:24:50,2024-10-02 17:25:45,2024-10-02 17:25:45,,2024-10-02 17:24:50,very,1957,female,white,,college_some,,retired,democratic,detached,,own,2,50_to_75,2024-10-02 17:25:45
1myb_jgMQv_4iCCaIMkBLNVTIkUBk2CpuEaT91GXRnw2XbiLS-gyW5LUVxzW2wX2,35551778,141365,307,2024-10-02 17:35:25,2024-10-02 17:36:26,2024-10-02 17:36:26,,2024-10-02 17:35:25,believe,1959,male,white,,degree_grad,,retired,independent,detached,,own,2,100_to_150,2024-10-02 17:36:26
zVnflG4lycwQB3xY6r1RdU6jV4CMHnvq1sGA-HLhp7ssRbqpZq0Gzi-f8qyxEI0S,35551824,141365,308,2024-10-02 17:39:57,2024-10-02 18:39:32,2024-10-02 18:39:33,,2024-10-02 17:39:58,very,1958,male,white,,degree_bs,,retired,democratic,detached,,own,2,100_to_150,2024-10-02 18:39:33
dNxugczI6Zf-NGUk4Z1wqT1CDeY9BU0kD2aqzwGCXUtWM9ozNU6V0dDqnGbem860,35551921,141365,309,2024-10-02 17:45:33,2024-10-02 17:46:29,2024-10-02 17:46:30,,2024-10-02 17:45:33,very,1961,male,white,,degree_grad,,retired,democratic,detached,,own,2,150_to_200,2024-10-02 17:46:29
5EkSVRHPMArQG8kxl8fiFnQFb7m4jEGhBEo3enAlwdPlEPcThBiVlyFibJbjepJu,35551974,141365,310,2024-10-02 17:48:53,2024-10-02 17:50:06,2024-10-02 17:50:06,,2024-10-02 17:48:53,very,1948,female,asian,,degree_grad,,retired,democratic,detached,,own,2,100_to_150,2024-10-02 17:50:06
QM6gr65gUEsfhr854hmTBEm9DC2KB3NGNAFCpnO6hWzWfMGlJ3OnigDvLFL6kLJs,35552012,141365,311,2024-10-02 17:50:39,2024-10-02 17:51:30,2024-10-02 17:51:31,,2024-10-02 17:50:39,very,1947,male,black,,degree_bs,,retired,democratic,detached,,own,3,150_to_200,2024-10-02 17:51:30
qZGnHHFN68bGbjik1QilLcBNJc3HB04AAPPLK7VfnlxikFwJ4BpctX1VZVUdSbAF,35552017,141365,312,2024-10-02 17:50:43,2024-10-02 17:52:57,2024-10-02 17:52:58,,2024-10-02 17:50:43,very,1972,male,white,,degree_bs,,student,democratic,detached,,own,3,200_to_250,2024-10-02 17:52:57
6jjeIk6STu6EDeKL6yL1FmBfy1An_Jq4t_d3iByH7-YyTPAOF5KvHDijGuY_8obW,35552134,141365,313,2024-10-02 17:53:45,2024-10-02 17:54:30,2024-10-02 17:54:30,,2024-10-02 17:53:45,believe,1980,female,pacific,,degree_bs,,employed_over40,independent,detached,,own,4,200_to_250,2024-10-02 17:54:30
Y5FBG42DHsTtDbqBhj_nT3TgWHrqKgoMu18_yX2tFmT3-sErO3OQV8TyGWxdvI4F,35552174,141365,314,2024-10-02 17:54:39,2024-10-02 17:55:29,2024-10-02 17:55:29,,2024-10-02 17:54:39,believe,1968,male,black,,degree_associate,,employed_over40,democratic,detached,,own,4,100_to_150,2024-10-02 17:55:29
VOm8zpb1B4eBNcyA3XeMGKMvls6vXNPQ814TUDgVcc-qZ7N7Q7NtYmkcUn4h5zvf,35552195,141365,315,2024-10-02 17:55:53,2024-10-02 17:56:36,2024-10-02 17:56:36,,2024-10-02 17:55:53,believe,1989,male,white,,degree_grad,,employed_under40,republican,detached,,own,1,100_to_150,2024-10-02 17:56:36
TED32hqpqj1Xsb8mtk6Yuxrn4V0hMspSqaQ6rn2_eBJ3aPimzLSZEjVyPuALP4_l,35552283,141365,316,2024-10-02 18:00:12,2024-10-02 18:01:05,2024-10-02 18:01:05,,2024-10-02 18:00:12,very,1952,male,white,,degree_bs,,employed_under40,democratic,detached,,own,2,75_to_100,2024-10-02 18:01:05
