session,session_id,study_id,iteration,created,modified,ended,expired,time_0b_start,plan_bev,mc_bev_make,mc_bev_audi,mc_bev_bmw,mc_bev_cadillac,mc_bev_chevrolet,mc_bev_fiat,mc_bev_ford,mc_bev_genesis,mc_bev_gmc,mc_bev_honda,mc_bev_hyundai,mc_bev_jaguar,mc_bev_kia,mc_bev_lexus,mc_bev_lucid,mc_bev_mazda,mc_bev_mercedes_benz,mc_bev_mini,mc_bev_mitsubishi,mc_bev_nissan,mc_bev_polestar,mc_bev_porsche,mc_bev_rivian,mc_bev_subaru,mc_bev_tesla,mc_bev_toyota,mc_bev_vin_fast,mc_bev_volkswagen,mc_bev_volvo,mc_bev_year,user_model,user_bev,time_0b_end
hqDMCz929kADYadlEi0dn4DrzP1UceU3997m6eRRoKfkZJFpUfw8pO0AYgWDBC8X,35730724,148526,263,2024-10-18 16:23:01,2024-10-18 16:23:40,2024-10-18 16:23:41,,2024-10-18 16:23:01,yes,lexus,,,,,,,,,,,,,rz_450_e,,,,,,,,,,,,,,,,2024,rz_450_e,lexus_rz_450_e,2024-10-18 16:23:41
wxnzUPvTRldYkuG--KIUZ8XK59-rgX322hJTfMFUZ7irdqEBD4zL9FVW4uN5a72A,35730762,148526,264,2024-10-18 16:23:52,2024-10-18 16:24:07,2024-10-18 16:24:07,,2024-10-18 16:23:52,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2024,model_x,tesla_model_x,2024-10-18 16:24:07
PKpngUENooDnBPH_Y0AhEQCP6pnyKK0Qzb9otDlrllKLOUtKQ5U30Wan8jGh0FWw,35730778,148526,265,2024-10-18 16:24:21,2024-10-18 16:24:58,2024-10-18 16:24:59,,2024-10-18 16:24:22,yes,bmw,,i_7,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_7,bmw_i_7,2024-10-18 16:24:59
cYOUboFdFkKl63XhfejG832e78oQTked8drvBXELAxoI6N_cliKHA99lZfnSNrB5,35730782,148526,266,2024-10-18 16:24:30,2024-10-18 16:25:14,2024-10-18 16:25:14,,2024-10-18 16:24:30,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2022,model_3,tesla_model_3,2024-10-18 16:25:14
r_V0WgJ77-X-7GpAWo13_OdIuLkxtMHFUDRVevvsNDuMyt3CNiVK1un8-eCDMxVi,35730855,148526,267,2024-10-18 16:26:08,2024-10-18 16:26:31,2024-10-18 16:26:32,,2024-10-18 16:26:08,yes,hyundai,,,,,,,,,,ioniq_electric,,,,,,,,,,,,,,,,,,,2023,ioniq_electric,hyundai_ioniq_electric,2024-10-18 16:26:32
6Fl7PehVOdCp6ht81q1Z7KrZ6wb6wbLeZZcctVK6a1ojS7uZ8zfGP5FcNq3uyGlW,35730862,148526,268,2024-10-18 16:26:26,2024-10-18 16:27:23,2024-10-18 16:27:24,,2024-10-18 16:26:26,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2024,model_x,tesla_model_x,2024-10-18 16:27:24
wwfEWrWtP2H8VWj_ec7dlB88kkFtwVELxY3lRK6KIR9M8GxIYULoktr0BRlt6f7i,35730871,148526,269,2024-10-18 16:26:33,2024-10-18 16:26:52,2024-10-18 16:26:53,,2024-10-18 16:26:34,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-18 16:26:53
eYTO6APOmlymP2KAJv184rogtqZvzibkNRqA4OGqnCFbzgrSgePSxLYuJwarrU-F,35730929,148526,270,2024-10-18 16:28:07,2024-10-18 16:28:13,2024-10-18 16:28:13,,2024-10-18 16:28:07,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-18 16:28:13
ScHZD0v-6s4XFcWJbe91s59FD_MnbFZpg0z4KWU9BM9u8C15NVAW-1GiLwWmz68O,35730956,148526,271,2024-10-18 16:28:45,2024-10-18 16:28:58,2024-10-18 16:28:58,,2024-10-18 16:28:45,yes,bmw,,i_5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,i_5,bmw_i_5,2024-10-18 16:28:58
WPksmRGWx0nwhQYhJr9L_sOK_9Xn5BVbXaMfE3oSFfT745cKxM6H3mNb2NzI6HW-,35730976,148526,272,2024-10-18 16:29:17,2024-10-18 16:30:00,2024-10-18 16:30:01,,2024-10-18 16:29:17,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2022,model_3,tesla_model_3,2024-10-18 16:30:01
6gvyOo-NHVDj3jcLlkkE9isaCghvipKjtQaNp_cX8-XNjqha63R9aHUfnfAU9yzp,35730989,148526,273,2024-10-18 16:29:46,2024-10-18 16:30:39,2024-10-18 16:30:39,,2024-10-18 16:29:46,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-18 16:30:39
X6Y421GJAZXZ1OFpHMd4fvLf7LBn2I31MMVw6BUqrmMTkPVjCTe9xleGxW11jlfs,35731080,148526,274,2024-10-18 16:32:03,2024-10-18 16:32:34,2024-10-18 16:32:35,,2024-10-18 16:32:03,yes,audi,q_8_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,q_8_e_tron,audi_q_8_e_tron,2024-10-18 16:32:35
aBr-ElCH8YqXNwGr5qJ7RnwdxcTXHV-AZ8iHEaHkEl53-yRBmXZWNzh-oDMxbmML,35731092,148526,275,2024-10-18 16:32:20,2024-10-18 16:32:39,2024-10-18 16:32:40,,2024-10-18 16:32:20,yes,cadillac,,,lyriq,,,,,,,,,,,,,,,,,,,,,,,,,,2020,lyriq,cadillac_lyriq,2024-10-18 16:32:40
8smaXq584k8huzweVpuB1qJ_lkFMASpgsQ9r7SMpjsjAzSn2Ltaqr2tAGRSTdGwm,35731113,148526,276,2024-10-18 16:32:42,2024-10-18 16:33:02,2024-10-18 16:33:02,,2024-10-18 16:32:42,yes,jaguar,,,,,,,,,,,i_pace,,,,,,,,,,,,,,,,,,2024,i_pace,jaguar_i_pace,2024-10-18 16:33:02
XwwDpTHHLyHyNEfpErn7R4KFXtCn2umLh7ipEK79hEBIAwTYaKd1kRg-5LT4V0jE,35731122,148526,277,2024-10-18 16:32:55,2024-10-18 16:33:03,2024-10-18 16:33:04,,2024-10-18 16:32:55,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-18 16:33:04
G6NGU5CpaX3ghF3lN2ULj4pOfyP2NM8RTb4atp6cI1_GRFfOKotM0rSEZf47SxC4,35731194,148526,278,2024-10-18 16:34:49,2024-10-18 16:35:29,2024-10-18 16:35:30,,2024-10-18 16:34:49,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-18 16:35:29
ura8fR4eCq0H5E5W8UwcO0-QbiS61oRHAcuD2oM8emgzpXnfMOFY6E2V3hI2qi-h,35731433,148526,279,2024-10-18 16:44:43,2024-10-18 16:45:38,2024-10-18 16:45:38,,2024-10-18 16:44:43,yes,bmw,,i_3,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_3,bmw_i_3,2024-10-18 16:45:38
UQisFzdjSRfPEs5Svov_ruX4bHA8Ee5JyFi9pLe2olucrTJmFzkCZ4IDGrxbTc17,35731454,148526,280,2024-10-18 16:45:54,2024-10-18 16:46:09,2024-10-18 16:46:09,,2024-10-18 16:45:54,yes,bmw,,i_x,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,i_x,bmw_i_x,2024-10-18 16:46:09
vzvV0e6vwt2uc6ijIqQhy6nTGSi49c1FFSAwW7uWK8qkhF1lxx1Y5VuJdkqsRf0v,35731482,148526,281,2024-10-18 16:46:46,2024-10-18 16:46:57,2024-10-18 16:46:58,,2024-10-18 16:46:46,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-18 16:46:57
4xbCplLpDgET6fWgCgssIBRXN1nGbPHDgmkjI9KW9xpbtkmm_HGY6Vv2hqc3vGCa,35822113,148526,282,2024-10-25 19:42:31,2024-10-25 19:42:51,2024-10-25 19:42:52,,2024-10-25 19:42:32,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-25 19:42:52
aIiAjCiv46plDMCA5pxXGkYm4TJ8apBbNhBDU7gF1OPBwvTfrZPdQ0r26pC9diX4,35822296,148526,283,2024-10-25 19:54:06,2024-10-25 19:54:15,2024-10-25 19:54:16,,2024-10-25 19:54:06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-25 19:54:16
DgTTWNZlGKfmgPRFbhirBoPHz_di9l5XEQKc18t7NCOd8lTPoMLhCET-nlst2d31,35822336,148526,284,2024-10-25 19:56:53,2024-10-25 19:58:47,2024-10-25 19:58:48,,2024-10-25 19:56:53,yes,lucid,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,2021,air,lucid_air,2024-10-25 19:58:48
h41KuodEVUcZX-WZddCyaRT3F88jvED0GbnISIHsleazaR8CVjCihOe5o8DeVBJ8,35822341,148526,285,2024-10-25 19:57:10,2024-10-25 19:57:17,2024-10-25 19:57:18,,2024-10-25 19:57:11,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-25 19:57:18
lV8yFtqOUZ8_uLGrAQgXCscB8lnEgWxyJJ809hGiOeiIbtusOZSvz6s4Ribo-W7w,35822350,148526,286,2024-10-25 19:57:37,2024-10-25 19:57:56,2024-10-25 19:57:57,,2024-10-25 19:57:38,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2022,model_s,tesla_model_s,2024-10-25 19:57:57
T4n0l6uXmrXHaOUHJf32ryMXkY-1TLmfsXwDArCJ6RdPIXKwVtBDrbMQWZ6N-vuA,35822468,148526,287,2024-10-25 19:59:58,2024-10-25 20:00:53,2024-10-25 20:00:54,,2024-10-25 19:59:58,yes,ford,,,,,,f_150_lightning,,,,,,,,,,,,,,,,,,,,,,,2023,f_150_lightning,ford_f_150_lightning,2024-10-25 20:00:54
lojriZCMCpRVihq06bpSGOfmwb2asfRtwIJEhD6FB6bAAYAmB11kmJ8ckq2oWLJR,35822736,148526,288,2024-10-25 20:03:11,2024-10-25 20:03:21,2024-10-25 20:03:21,,2024-10-25 20:03:11,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2023,focus_ev,ford_focus_ev,2024-10-25 20:03:21
SqIHvLeC2Wf_xZdtxdnXDHa8TaqAz6xDvG6MajesyLFfmOFLongYPxQrlKSVRq7f,35822745,148526,289,2024-10-25 20:03:16,2024-10-25 20:03:29,2024-10-25 20:03:29,,2024-10-25 20:03:16,yes,ford,,,,,,mustang_mach_e,,,,,,,,,,,,,,,,,,,,,,,2017,mustang_mach_e,ford_mustang_mach_e,2024-10-25 20:03:29
kmjP_uCq7zi8zE1h4JzVpAJFuou8EGKqH7gRTFxrWmactdnm0oJ_1tR2Gpp3KMCl,35822754,148526,290,2024-10-25 20:03:29,2024-10-25 20:03:52,2024-10-25 20:03:52,,2024-10-25 20:03:30,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,2022,b_z_4_x,toyota_b_z_4_x,2024-10-25 20:03:52
zQKduttkhmSRYji_dzpoD_ZWbfm4StBVyjBji_xAiU9HL320GATv1ameJXBeQFl3,35822774,148526,291,2024-10-25 20:03:57,2024-10-25 20:04:13,2024-10-25 20:04:13,,2024-10-25 20:03:58,yes,bmw,,i_7,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_7,bmw_i_7,2024-10-25 20:04:13
ozlssI3dHuTZYEVtAl1LmxNr3JHkCpfj9MDIa5kyvlOGX9dpp8rElH6BvxmGVpkQ,35823027,148526,292,2024-10-25 20:24:09,2024-10-25 20:24:30,2024-10-25 20:24:31,,2024-10-25 20:24:09,yes,mercedes_benz,,,,,,,,,,,,,,,,b_class_electric_drive,,,,,,,,,,,,,2024,b_class_electric_drive,mercedes_benz_b_class_electric_drive,2024-10-25 20:24:31
KqqSiS3N8bRzvCm9f27uij-GckUPW7KBkbMPjp-FpYOK0azY813rvkRkffkI6M-X,35824507,148526,293,2024-10-25 23:07:38,2024-10-25 23:07:55,2024-10-25 23:07:55,,2024-10-25 23:07:38,yes,bmw,,i_x,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_x,bmw_i_x,2024-10-25 23:07:55
amtTJ_PwUFNdnyAxe_wObyoXtneTSvPdgNwHc74ab8_dqOEIFw3BA3UlXQGBuaBa,35824521,148526,294,2024-10-25 23:08:26,2024-10-25 23:08:42,2024-10-25 23:08:42,,2024-10-25 23:08:27,yes,audi,e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,e_tron,audi_e_tron,2024-10-25 23:08:42
04qR8vf6DPbVs8bc563v13E82htu_rAhb153tXjkyhYfHietrRSBTHPR9JgOUjZq,35824528,148526,295,2024-10-25 23:09:09,2024-10-25 23:09:39,2024-10-25 23:09:39,,2024-10-25 23:09:10,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2024,focus_ev,ford_focus_ev,2024-10-25 23:09:39
eO4UATysrTNRBmzoshUqnXpyF1T5hbqmsNFYXgtpfn_QGpNYjDa2xHoQVEDMGUUT,35824630,148526,296,2024-10-25 23:16:25,2024-10-25 23:16:33,2024-10-25 23:16:34,,2024-10-25 23:16:25,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-25 23:16:33
g8DHUcyhpmvSJpxwPiJQD-h0F_RzjjvDMqHD3ot4rteOTRwBzmwivM8ZXgjJZt0T,35824729,148526,297,2024-10-25 23:26:55,2024-10-25 23:27:25,2024-10-25 23:27:26,,2024-10-25 23:26:55,yes,bmw,,i_5,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_5,bmw_i_5,2024-10-25 23:27:25
W6ZXeRemps1jlZTojT1qtgRPAoNzuqcCV7VKA9awOHShK8OePcYL7puw66aKvi_s,35824931,148526,298,2024-10-25 23:44:11,2024-10-25 23:44:43,2024-10-25 23:44:44,,2024-10-25 23:44:11,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2019,model_3,tesla_model_3,2024-10-25 23:44:44
EdAAWXdeie0TbgDCPCA91hC_SrmxboS4PeLOzbAm1bU_4KJBAihpOACA0yg8nXSP,35824992,148526,299,2024-10-25 23:51:18,2024-10-25 23:51:40,2024-10-25 23:51:40,,2024-10-25 23:51:18,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,2023,b_z_4_x,toyota_b_z_4_x,2024-10-25 23:51:40
syAX_nUsAmKM7z-jnTv6_Y9YlDOnwdR2SbqLd7sV1nxdcPdR140y5livNZPhfBsL,35825402,148526,300,2024-10-26 00:24:33,2024-10-26 00:24:53,2024-10-26 00:24:55,,2024-10-26 00:24:33,yes,bmw,,i_3,,,,,,,,,,,,,,,,,,,,,,,,,,,idk,i_3,bmw_i_3,2024-10-26 00:24:54
1UkpgGoMnT8YfIHkGTdiF9tWNWISXjfVoKGsztikaw_gAvH8qEMq_rYhVedydEuT,35861502,148526,301,2024-10-29 17:21:37,2024-10-29 17:22:01,2024-10-29 17:22:01,,2024-10-29 17:21:38,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2022,focus_ev,ford_focus_ev,2024-10-29 17:22:01
odaUmRZkeKT1i6kLuc8jey62nr2INeo2dWHIVweVj2aelcbLZQQpjYuu4TAtAL12,35861652,148526,302,2024-10-29 17:36:13,2024-10-29 17:36:16,2024-10-29 17:36:16,,2024-10-29 17:36:13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 17:36:16
JkeQ8dYhza8aRjiFo3Oi2ALshF8mbs6lTjYoG5tCKW17ylTUjBgwUwatT3n2U869,35861744,148526,303,2024-10-29 17:45:30,2024-10-29 17:45:34,2024-10-29 17:45:35,,2024-10-29 17:45:30,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 17:45:35
T9N0CfsX822CVmhjMkCCVeeuzPrIfAEV_SKCakU03wDNktzKcfXWlLcila7EeJDW,35861843,148526,304,2024-10-29 17:59:33,2024-10-29 17:59:50,2024-10-29 17:59:51,,2024-10-29 17:59:33,yes,bmw,,i_7,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,i_7,bmw_i_7,2024-10-29 17:59:51
i2j57HimP9cWUk7rwIQ858kFgqSflMxTCaYPhOMUyB8MhfV0Bw5WxmotZF0tNMpL,35861940,148526,305,2024-10-29 18:09:06,2024-10-29 18:09:11,2024-10-29 18:09:12,,2024-10-29 18:09:06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 18:09:12
uBBRef5Bw4pAlLJaeYnGYxxuVmFnnbsH7tu2wRtJlNdpvT1kK2dO48Nne-15WQYC,35861947,148526,306,2024-10-29 18:09:14,2024-10-29 18:09:37,2024-10-29 18:09:38,,2024-10-29 18:09:14,yes,hyundai,,,,,,,,,,ioniq_5,,,,,,,,,,,,,,,,,,,2024,ioniq_5,hyundai_ioniq_5,2024-10-29 18:09:38
B804PzNGhq7v9vZhBSUvcIS3u75V7p5FXXsbCS63KD5wQUzD-ZwONtBGLeNBVsWb,35862340,148526,307,2024-10-29 18:49:35,2024-10-29 18:50:11,2024-10-29 18:50:11,,2024-10-29 18:49:35,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2022,model_3,tesla_model_3,2024-10-29 18:50:11
SJhl4NeE0Kh7mCOwHyq5o_CXm4oSwlH93glp26Se7gpSTC88PE08htEKvT_YZ88H,35862567,148526,308,2024-10-29 19:19:33,2024-10-29 19:20:57,2024-10-29 19:20:58,,2024-10-29 19:19:33,yes,kia,,,,,,,,,,,,ev_6,,,,,,,,,,,,,,,,,idk,ev_6,kia_ev_6,2024-10-29 19:20:58
VF9HCc2t1N-ZfzDpKvR3NXIjOuHBkMO8xZVfHVPn622NqrW8VuUAMJLYzeKoa2iT,35862720,148526,309,2024-10-29 19:39:44,2024-10-29 19:39:52,2024-10-29 19:39:53,,2024-10-29 19:39:44,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 19:39:53
_upf-9Wa2_ypvZ7A7NsOdXklOo69cb3ua2ihpmikHIV9pRRkjScY8JBG2_PR1W30,35862857,148526,310,2024-10-29 19:51:41,2024-10-29 19:51:45,2024-10-29 19:51:46,,2024-10-29 19:51:41,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 19:51:46
41NlXlFHywqZEcS3Lh6PmJkHAvLn1TPONCTpnq0rlZX6vTlTi_qdUNubjM1hlGNT,35863387,148526,311,2024-10-29 20:15:59,2024-10-29 20:16:06,2024-10-29 20:16:07,,2024-10-29 20:15:59,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 20:16:06
YV3_vd8gxNmuw26u_dJZQq4v4kJVJbpdg143JWApakRm4cX3hfb0uB8PQjeWpxCx,35863472,148526,312,2024-10-29 20:24:43,2024-10-29 20:25:09,2024-10-29 20:25:10,,2024-10-29 20:24:43,yes,audi,q_8_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,q_8_e_tron,audi_q_8_e_tron,2024-10-29 20:25:09
B0ujrsFzDiMWFOAqoi4a5qrquGA75vp3VO94AS_yd52frkcuMMMeKrXVRKd6kjim,35864278,148526,313,2024-10-29 21:14:30,2024-10-29 21:14:54,2024-10-29 21:14:55,,2024-10-29 21:14:30,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2023,model_s,tesla_model_s,2024-10-29 21:14:54
9ZnQR8lnscqIDNMoqNx3yh53h7xERgf9tTLLmYgLel8vZp2iel9hEwux5KglWbMZ,35864562,148526,314,2024-10-29 21:38:52,2024-10-29 21:39:03,2024-10-29 21:39:04,,2024-10-29 21:38:52,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:39:03
QXqVN4kBmZtN0bdxM8SYm-kuaXy1yJOyDmLAPckQ-uhqVopoj3tIyA-q_bG3fvVj,35864572,148526,315,2024-10-29 21:39:08,2024-10-29 21:39:19,2024-10-29 21:39:19,,2024-10-29 21:39:09,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:39:19
9xDnwX-M4aaCjUC8Uw9BDs60rDORaVJeJoj-sxmaxNI0biGRs8fHYxNMyhJrlXmN,35864576,148526,316,2024-10-29 21:39:13,2024-10-29 21:39:33,2024-10-29 21:39:34,,2024-10-29 21:39:14,yes,hyundai,,,,,,,,,,ioniq_5,,,,,,,,,,,,,,,,,,,2016,ioniq_5,hyundai_ioniq_5,2024-10-29 21:39:33
AFZU11tMfD7fRgfsKe4al6E2mwStRrflZCGxrDl_Ob1ta1w8NtnrbXnYaKBrHM0k,35864581,148526,317,2024-10-29 21:39:15,2024-10-29 21:39:27,2024-10-29 21:39:27,,2024-10-29 21:39:16,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:39:27
UAVOzCOKzui3eOacPDK4jdAU8Vk_842bhsdSQOV-8jBxFHwcvn3TYSnWiFvSr_k2,35864590,148526,318,2024-10-29 21:39:23,2024-10-29 21:39:43,2024-10-29 21:39:44,,2024-10-29 21:39:24,yes,kia,,,,,,,,,,,,soul_ev,,,,,,,,,,,,,,,,,2022,soul_ev,kia_soul_ev,2024-10-29 21:39:43
yKj6nW2mp_3ZhaGRZRLIUh0Duf-ghsZFjSapwioghmbKhps6JG4Ci8hY33A3KKWL,35864591,148526,319,2024-10-29 21:39:23,2024-10-29 21:39:35,2024-10-29 21:39:36,,2024-10-29 21:39:24,yes,audi,q_4_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,q_4_e_tron,audi_q_4_e_tron,2024-10-29 21:39:36
IoV8bAkhB31npli0cAo3qvBfjw95YoEAlrefl78VXk0w1PuuLLUGQ_5aUe1BdsIo,35864602,148526,320,2024-10-29 21:39:35,2024-10-29 21:39:44,2024-10-29 21:39:44,,2024-10-29 21:39:35,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:39:44
H1XCzlq2In0JKivNwHkjOOkoCKB2QLRkehdUIJ3FZhllovp1lNKs0DU0Veq0cJ0C,35864607,148526,321,2024-10-29 21:39:40,2024-10-29 21:40:21,2024-10-29 21:40:22,,2024-10-29 21:39:40,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-29 21:40:22
QYcaZvFfr77oNGmsaiLuunWd6zvGJXMef0YhhqGl5KNON4PLIpExTHI1NNNabT2y,35864617,148526,322,2024-10-29 21:39:50,2024-10-29 21:40:02,2024-10-29 21:40:03,,2024-10-29 21:39:50,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:40:03
ZzS6TIqGrS69tTJycic_mRw4NGCRNSlgHujc4my_BLarf59e0LuUQp-YEp7q0lly,35864619,148526,323,2024-10-29 21:39:50,2024-10-29 21:39:58,2024-10-29 21:39:58,,2024-10-29 21:39:50,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:39:58
cRYk8l1pKifBYGqvsdXD7Hh2_w_hT6kRkFMCaYOsYCDeUOtrBej_Mrt8cZ1OHil1,35864622,148526,324,2024-10-29 21:39:51,2024-10-29 21:40:12,2024-10-29 21:40:13,,2024-10-29 21:39:51,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:40:13
UR5Rxn-3AcjH6GUic4a1fx8w4hNe_oJNnN8Ev1vLcH20Syp66lXyUlkfTolIkIog,35864627,148526,325,2024-10-29 21:39:54,2024-10-29 21:40:16,2024-10-29 21:40:16,,2024-10-29 21:39:54,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:40:16
R1nszmve5A8OHNiWZOwZK5WV0GsClGtxomoMv5NGlpnEBN02lMKpbSKYyIQA9QAn,35864630,148526,326,2024-10-29 21:39:57,2024-10-29 21:40:18,2024-10-29 21:40:19,,2024-10-29 21:39:57,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2024,focus_ev,ford_focus_ev,2024-10-29 21:40:18
0yQ8As4GoCaS-qpEsyiUwmvB3B_6prQT397d5HgboNPCJsBkOEazB7YY1PukpwHz,35864637,148526,327,2024-10-29 21:40:01,2024-10-29 21:40:13,2024-10-29 21:40:13,,2024-10-29 21:40:01,yes,jaguar,,,,,,,,,,,i_pace,,,,,,,,,,,,,,,,,,2023,i_pace,jaguar_i_pace,2024-10-29 21:40:13
ctwBSPtrboNZb3i7KGYvTIMWTkPlZyLgC8CxobASVHuMu7x2aez30lM5drZt0IvD,35864649,148526,328,2024-10-29 21:40:10,2024-10-29 21:40:23,2024-10-29 21:40:24,,2024-10-29 21:40:10,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:40:24
bD2P_1B-3siKlE2bt52-ZlV0r_7rIJTHbWQetWShB2u5r3mhxraLMZSUeWyFLtXX,35864658,148526,329,2024-10-29 21:40:16,2024-10-29 21:40:29,2024-10-29 21:40:30,,2024-10-29 21:40:16,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2022,focus_ev,ford_focus_ev,2024-10-29 21:40:30
Km3mYtyS6_YvzDK3-2b3xnNmfv5RHRv_HEschy1KeiO0EeBtD75dc3qJriArOoyb,35864676,148526,330,2024-10-29 21:40:28,2024-10-29 21:41:08,2024-10-29 21:41:08,,2024-10-29 21:40:28,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,idk,clarity,honda_clarity,2024-10-29 21:41:08
GhDBJeBLHNpzBs2rpoRHQrl8RwmMcOCr7U9tTCGk0PXdcI73Ec3ogGthOKu4wrzE,35864689,148526,331,2024-10-29 21:40:55,2024-10-29 21:41:55,2024-10-29 21:41:56,,2024-10-29 21:40:55,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,idk,b_z_4_x,toyota_b_z_4_x,2024-10-29 21:41:56
4b22QaUl9MjD14zHvZo50Xyh2tBzAwZ1lix1vMaxVEnPQDpebNweBsuxOjE2On5i,35864695,148526,332,2024-10-29 21:41:13,2024-10-29 21:41:19,2024-10-29 21:41:19,,2024-10-29 21:41:13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:41:19
24Q9Ob6_r5575zVAg52vJNym9f0PivyVc_55CHSf78Ig7sF_8_FVCbWFf0DUc2HH,35864703,148526,333,2024-10-29 21:41:25,2024-10-29 21:42:20,2024-10-29 21:42:21,,2024-10-29 21:41:25,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-29 21:42:21
SJ47STSCqhOeF8JHJSEZlitDNaLJGCZc0CEtnJtxuwZmcg-iK40f8ia4_aosGXO_,35864706,148526,334,2024-10-29 21:41:27,2024-10-29 21:41:40,2024-10-29 21:41:41,,2024-10-29 21:41:27,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:41:41
PGXPhG3sLLrac0z4ZUXWfCYy1qYUf5rXAUDrz5_N57x_6BvZ0DKKWAhWwf93IXhg,35864712,148526,335,2024-10-29 21:41:33,2024-10-29 21:42:17,2024-10-29 21:42:18,,2024-10-29 21:41:33,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-29 21:42:18
