session,session_id,study_id,created,modified,ended,expired,time_2_start,smc_survey,smc_respID,smc_df,user_range,mc_smc_0,time_2_1,mc_smc_1,time_2_2,mc_smc_2,time_2_3,mc_smc_3,time_2_4,mc_smc_4,time_2_5,mc_smc_5,time_2_6,mc_smc_6,time_2_7,smc_all_same,time_2_1_posix,time_2_7_posix,time_diff_smc,smc_speeding,time_2_end
Gfgc5elLUqqwbgaF7D0hvYR-XOx86at53PW81jhZfCVqtmx9o7bEl4W4tAP_r7z4,35541577,141364,2024-10-02 06:19:24,2024-10-02 06:23:57,2024-10-02 06:23:58,,2024-10-02 06:19:24,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2052,"{""profileID"":322,""respID"":2052,""qID"":1,""altID"":1,""obsID"":8707,""enrollment_cash"":100,""monthly_cash"":2,""override"":0,""minimum_threshold"":30,""guaranteed_threshold"":70,""no_choice"":0}",400,3,2024-10-02 06:21:34,3,2024-10-02 06:22:05,3,2024-10-02 06:22:31,3,2024-10-02 06:23:11,3,2024-10-02 06:23:26,3,2024-10-02 06:23:36,3,2024-10-02 06:23:45,yes,2024-10-02 06:21:34,2024-10-02 06:23:45,131,no,2024-10-02 06:23:57
a6s4S85CdJxHhl9u5Jw3-JuDOH2DPj6qCFfhY0y4kmVmldwX2eZU2PDkgY5b429b,35541606,141364,2024-10-02 06:25:53,2024-10-02 06:28:08,2024-10-02 06:28:09,,2024-10-02 06:25:53,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3632,"{""profileID"":358,""respID"":3632,""qID"":1,""altID"":1,""obsID"":18187,""enrollment_cash"":100,""monthly_cash"":20,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":70,""no_choice"":0}",350,2,2024-10-02 06:27:05,2,2024-10-02 06:27:27,1,2024-10-02 06:27:37,2,2024-10-02 06:27:47,1,2024-10-02 06:27:53,1,2024-10-02 06:27:59,2,2024-10-02 06:28:05,no,2024-10-02 06:27:05,2024-10-02 06:28:05,60,no,2024-10-02 06:28:09
T7ZdkDIbx-n8FL7RwXEEjKJQneEzQqlYHmTcnkhqrhoLvc_0V89H8EmYnPzQ4DVA,35541630,141364,2024-10-02 06:32:37,2024-10-02 06:36:49,2024-10-02 06:36:50,,2024-10-02 06:32:38,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1202,"{""profileID"":574,""respID"":1202,""qID"":1,""altID"":1,""obsID"":3607,""enrollment_cash"":100,""monthly_cash"":15,""override"":0,""minimum_threshold"":30,""guaranteed_threshold"":80,""no_choice"":0}",350,3,2024-10-02 06:34:14,1,2024-10-02 06:35:02,3,2024-10-02 06:35:24,3,2024-10-02 06:35:57,2,2024-10-02 06:36:07,3,2024-10-02 06:36:27,3,2024-10-02 06:36:45,no,2024-10-02 06:34:14,2024-10-02 06:36:45,151,no,2024-10-02 06:36:50
gge3DXaK3ZPUhYaLKUxmZYz1ljc0rGKFfm8UrNy241D_gHo8qZ5XaBFDswrx1Fzt,35541706,141364,2024-10-02 06:50:35,2024-10-02 06:53:07,2024-10-02 06:53:07,,2024-10-02 06:50:35,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",4351,"{""profileID"":704,""respID"":4351,""qID"":1,""altID"":1,""obsID"":22501,""enrollment_cash"":300,""monthly_cash"":2,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",350,2,2024-10-02 06:51:47,1,2024-10-02 06:52:04,2,2024-10-02 06:52:20,1,2024-10-02 06:52:32,2,2024-10-02 06:52:41,1,2024-10-02 06:52:53,1,2024-10-02 06:53:03,no,2024-10-02 06:51:47,2024-10-02 06:53:03,76,no,2024-10-02 06:53:07
6hrL6K1TKfnYCW2PWGJVGPpT-WoBZhKX1Uf6jJkcL4liSkyar79aVx0okh4tjSTr,35541719,141364,2024-10-02 06:53:10,2024-10-02 06:58:40,2024-10-02 06:58:41,,2024-10-02 06:53:10,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1500,"{""profileID"":134,""respID"":1500,""qID"":1,""altID"":1,""obsID"":5395,""enrollment_cash"":100,""monthly_cash"":15,""override"":3,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2,2024-10-02 06:56:14,1,2024-10-02 06:56:42,1,2024-10-02 06:57:00,2,2024-10-02 06:57:17,1,2024-10-02 06:57:38,1,2024-10-02 06:58:16,2,2024-10-02 06:58:29,no,2024-10-02 06:56:14,2024-10-02 06:58:29,135,no,2024-10-02 06:58:40
spUfohxHLoEuSQBF7qNbf53yrZaXhc7u65u95lF9xK8037HrOzz13_qydJrb2s8K,35541972,141364,2024-10-02 07:02:03,2024-10-02 07:03:40,2024-10-02 07:03:41,,2024-10-02 07:02:04,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1345,"{""profileID"":650,""respID"":1345,""qID"":1,""altID"":1,""obsID"":4465,""enrollment_cash"":100,""monthly_cash"":10,""override"":0,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",400,2,2024-10-02 07:02:40,1,2024-10-02 07:02:50,2,2024-10-02 07:02:55,1,2024-10-02 07:03:05,2,2024-10-02 07:03:21,2,2024-10-02 07:03:30,2,2024-10-02 07:03:37,no,2024-10-02 07:02:40,2024-10-02 07:03:37,57,no,2024-10-02 07:03:40
bzP0A2BNhfmUQunx65ZDG6cnNi5lHBdp8OePH1GgTMTY6B3qJl0JwiKk5vdR8Frv,35542020,141364,2024-10-02 07:08:13,2024-10-02 07:14:46,2024-10-02 07:14:46,,2024-10-02 07:08:13,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3737,"{""profileID"":55,""respID"":3737,""qID"":1,""altID"":1,""obsID"":18817,""enrollment_cash"":200,""monthly_cash"":15,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",200,2,2024-10-02 07:11:50,3,2024-10-02 07:12:23,1,2024-10-02 07:12:49,1,2024-10-02 07:13:19,1,2024-10-02 07:13:48,2,2024-10-02 07:14:04,3,2024-10-02 07:14:40,no,2024-10-02 07:11:50,2024-10-02 07:14:40,170,no,2024-10-02 07:14:46
v0jvXzqQ25y4bnw6EMgt9ewSpHXe1H4e3WG4k9gwrrCYaIGgG6sBq3AovVfLgyDg,35542091,141364,2024-10-02 07:21:35,2024-10-02 07:23:44,2024-10-02 07:23:44,,2024-10-02 07:21:35,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3202,"{""profileID"":28,""respID"":3202,""qID"":1,""altID"":1,""obsID"":15607,""enrollment_cash"":300,""monthly_cash"":5,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",300,1,2024-10-02 07:22:50,2,2024-10-02 07:23:02,2,2024-10-02 07:23:10,2,2024-10-02 07:23:21,1,2024-10-02 07:23:27,2,2024-10-02 07:23:34,2,2024-10-02 07:23:41,no,2024-10-02 07:22:50,2024-10-02 07:23:41,51,no,2024-10-02 07:23:44
-d-_1ZFKOfRhRT53I2djqUIlQQtRi6_Mi8dSIipCbok6yt8KafpPQ8MxyQNETyLr,35542175,141364,2024-10-02 07:34:41,2024-10-02 07:39:02,2024-10-02 07:39:03,,2024-10-02 07:34:41,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1057,"{""profileID"":459,""respID"":1057,""qID"":1,""altID"":1,""obsID"":2737,""enrollment_cash"":200,""monthly_cash"":20,""override"":3,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",150,2,2024-10-02 07:38:22,2,2024-10-02 07:38:34,2,2024-10-02 07:38:40,2,2024-10-02 07:38:45,1,2024-10-02 07:38:49,1,2024-10-02 07:38:54,2,2024-10-02 07:38:59,no,2024-10-02 07:38:22,2024-10-02 07:38:59,37,no,2024-10-02 07:39:02
wURu1pc3TtisCVtPrw_JBefk-zPSkWxh-ShklJIUleknmkZW18e2A9jhftrWNaQz,35542176,141364,2024-10-02 07:34:55,2024-10-02 07:39:05,2024-10-02 07:39:05,,2024-10-02 07:34:55,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3970,"{""profileID"":286,""respID"":3970,""qID"":1,""altID"":1,""obsID"":20215,""enrollment_cash"":100,""monthly_cash"":5,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2,2024-10-02 07:36:52,2,2024-10-02 07:37:23,2,2024-10-02 07:37:42,1,2024-10-02 07:38:04,1,2024-10-02 07:38:21,2,2024-10-02 07:38:44,1,2024-10-02 07:38:59,no,2024-10-02 07:36:52,2024-10-02 07:38:59,127,no,2024-10-02 07:39:05
mnhf0f0_QzY59C_due1TeTA-yTyiy9_dH52_zMld7HpEHMfcT1VfYnCsVQcqgGnP,35542188,141364,2024-10-02 07:37:09,2024-10-02 07:41:53,2024-10-02 07:41:53,,2024-10-02 07:37:09,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3387,"{""profileID"":20,""respID"":3387,""qID"":1,""altID"":1,""obsID"":16717,""enrollment_cash"":300,""monthly_cash"":20,""override"":0,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",400,2,2024-10-02 07:38:36,1,2024-10-02 07:39:28,1,2024-10-02 07:39:43,2,2024-10-02 07:40:04,2,2024-10-02 07:40:37,2,2024-10-02 07:41:19,1,2024-10-02 07:41:43,no,2024-10-02 07:38:36,2024-10-02 07:41:43,187,no,2024-10-02 07:41:53
Ub0tmujWhlw-UXF8z91Y_nnrBO9Md7tpb89eBpxdCiefL4cwHk2uSsJGR8j5VUkW,35542291,141364,2024-10-02 08:00:14,2024-10-02 08:02:30,2024-10-02 08:02:30,,2024-10-02 08:00:15,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1696,"{""profileID"":314,""respID"":1696,""qID"":1,""altID"":1,""obsID"":6571,""enrollment_cash"":100,""monthly_cash"":15,""override"":5,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",350,2,2024-10-02 08:01:01,2,2024-10-02 08:01:12,2,2024-10-02 08:01:26,2,2024-10-02 08:01:48,1,2024-10-02 08:02:01,2,2024-10-02 08:02:11,2,2024-10-02 08:02:18,no,2024-10-02 08:01:01,2024-10-02 08:02:18,77,no,2024-10-02 08:02:30
RC8ZqaI-0ZX65IepNlVbjR-WWqPWTcwdjO6VQ7NeHJhTXquMTYqySPL-Bq7k5MAj,35542311,141364,2024-10-02 08:00:42,2024-10-02 08:21:23,2024-10-02 08:21:23,,2024-10-02 08:00:42,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1427,"{""profileID"":707,""respID"":1427,""qID"":1,""altID"":1,""obsID"":4957,""enrollment_cash"":200,""monthly_cash"":5,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",250,2,2024-10-02 08:19:43,1,2024-10-02 08:19:54,1,2024-10-02 08:20:04,2,2024-10-02 08:20:28,3,2024-10-02 08:20:59,2,2024-10-02 08:21:08,2,2024-10-02 08:21:19,no,2024-10-02 08:19:43,2024-10-02 08:21:19,96,no,2024-10-02 08:21:23
QFCrGNMYv_tx1tcjcS_MtPGwDTpDroAGmo2J_O6NXE8dQDeJQOvmUrYEjE6Ka_WK,35542519,141364,2024-10-02 08:15:35,2024-10-02 08:16:57,2024-10-02 08:16:58,,2024-10-02 08:15:35,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1273,"{""profileID"":288,""respID"":1273,""qID"":1,""altID"":1,""obsID"":4033,""enrollment_cash"":300,""monthly_cash"":5,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2,2024-10-02 08:15:57,1,2024-10-02 08:16:04,1,2024-10-02 08:16:14,2,2024-10-02 08:16:20,2,2024-10-02 08:16:28,1,2024-10-02 08:16:41,3,2024-10-02 08:16:52,no,2024-10-02 08:15:57,2024-10-02 08:16:52,55,no,2024-10-02 08:16:57
SbBvjsnO2VTzpmaKcfOgn19VKnaXbpYSmus-LCWlNvTit7eMxqDKYJ9B05HqHRoD,35542615,141364,2024-10-02 08:24:57,2024-10-02 08:33:11,2024-10-02 08:33:12,,2024-10-02 08:24:58,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",359,"{""profileID"":419,""respID"":359,""qID"":1,""altID"":1,""obsID"":2149,""enrollment_cash"":200,""monthly_cash"":20,""override"":0,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",250,1,2024-10-02 08:25:52,1,2024-10-02 08:26:12,2,2024-10-02 08:26:29,2,2024-10-02 08:32:33,2,2024-10-02 08:32:47,1,2024-10-02 08:32:57,1,2024-10-02 08:33:08,no,2024-10-02 08:25:52,2024-10-02 08:33:08,436,no,2024-10-02 08:33:11
3nyWlXdROLYgpblgapbSEiLQNmQYqPRprt-KpjaSDi3HItRx0tS4hHWsSCFLTBsn,35542631,141364,2024-10-02 08:26:48,2024-10-02 08:29:08,2024-10-02 08:29:08,,2024-10-02 08:26:49,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3200,"{""profileID"":532,""respID"":3200,""qID"":1,""altID"":1,""obsID"":15595,""enrollment_cash"":300,""monthly_cash"":10,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":80,""no_choice"":0}",200,1,2024-10-02 08:27:36,2,2024-10-02 08:27:51,1,2024-10-02 08:28:10,2,2024-10-02 08:28:20,3,2024-10-02 08:28:36,1,2024-10-02 08:28:49,2,2024-10-02 08:29:02,no,2024-10-02 08:27:36,2024-10-02 08:29:02,86,no,2024-10-02 08:29:08
jm4295VcKaErSrRkgc_D63GPKmdEjgxp28McABkVJqyJKjZNTC3He0Aq1Ch4mLAh,35542869,141364,2024-10-02 08:35:47,2024-10-02 08:38:11,2024-10-02 08:38:11,,2024-10-02 08:35:47,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",54,"{""profileID"":408,""respID"":54,""qID"":1,""altID"":1,""obsID"":319,""enrollment_cash"":300,""monthly_cash"":5,""override"":0,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",500,1,2024-10-02 08:36:52,2,2024-10-02 08:37:04,1,2024-10-02 08:37:13,1,2024-10-02 08:37:23,2,2024-10-02 08:37:32,1,2024-10-02 08:37:43,1,2024-10-02 08:38:04,no,2024-10-02 08:36:52,2024-10-02 08:38:04,72,no,2024-10-02 08:38:11
DQxI3yjtJd1vwjrlYUUsBpsQhWa8cND5NojMmiKbVZ14SvhTR4GtA131C9pbZdLo,35542880,141364,2024-10-02 08:36:43,2024-10-02 08:39:06,2024-10-02 08:39:06,,2024-10-02 08:36:43,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1882,"{""profileID"":718,""respID"":1882,""qID"":1,""altID"":1,""obsID"":7687,""enrollment_cash"":100,""monthly_cash"":20,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",500,2,2024-10-02 08:37:47,2,2024-10-02 08:38:02,2,2024-10-02 08:38:19,2,2024-10-02 08:38:29,2,2024-10-02 08:38:38,1,2024-10-02 08:38:48,1,2024-10-02 08:38:58,no,2024-10-02 08:37:47,2024-10-02 08:38:58,71,no,2024-10-02 08:39:06
JFcpum_Y-PioK8Bs0SRDKGrNKjNuvSbKfZyPAL3v7uySeG-X1PjzQPY51EEegnM-,35542888,141364,2024-10-02 08:37:33,2024-10-02 08:39:20,2024-10-02 08:39:21,,2024-10-02 08:37:33,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2960,"{""profileID"":451,""respID"":2960,""qID"":1,""altID"":1,""obsID"":14155,""enrollment_cash"":200,""monthly_cash"":10,""override"":3,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",500,1,2024-10-02 08:38:28,2,2024-10-02 08:38:37,1,2024-10-02 08:38:45,2,2024-10-02 08:38:54,1,2024-10-02 08:39:01,2,2024-10-02 08:39:08,1,2024-10-02 08:39:15,no,2024-10-02 08:38:28,2024-10-02 08:39:15,47,no,2024-10-02 08:39:21
TFtgPLdVpj1H_eSOOn7IGVjHAFLReBYE3wi1DPXEPJsptdm-QlUkcMGZrty3lwFD,35542945,141364,2024-10-02 08:42:30,2024-10-02 08:44:26,2024-10-02 08:44:27,,2024-10-02 08:42:30,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2349,"{""profileID"":238,""respID"":2349,""qID"":1,""altID"":1,""obsID"":10489,""enrollment_cash"":100,""monthly_cash"":20,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",400,2,2024-10-02 08:43:33,1,2024-10-02 08:43:47,1,2024-10-02 08:43:55,1,2024-10-02 08:44:01,2,2024-10-02 08:44:08,1,2024-10-02 08:44:17,1,2024-10-02 08:44:23,no,2024-10-02 08:43:33,2024-10-02 08:44:23,50,no,2024-10-02 08:44:26
43x7BSBV_vuEqRWljwLA8-RQEyvwPTmnjVihg57p8UnQo3OFSX2w9W0LXmrbOQMz,35543083,141364,2024-10-02 08:58:45,2024-10-02 09:00:47,2024-10-02 09:00:48,,2024-10-02 08:58:45,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1782,"{""profileID"":104,""respID"":1782,""qID"":1,""altID"":1,""obsID"":7087,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",450,1,2024-10-02 08:59:33,2,2024-10-02 08:59:41,1,2024-10-02 08:59:57,2,2024-10-02 09:00:05,2,2024-10-02 09:00:19,1,2024-10-02 09:00:27,2,2024-10-02 09:00:39,no,2024-10-02 08:59:33,2024-10-02 09:00:39,66,no,2024-10-02 09:00:48
8TT5JQCAkV42LTWtDnARqbW1rHGcKbt6fBp1wIwv89-W_vpMcqMCcVXgCUH7YFL4,35543276,141364,2024-10-02 09:02:00,2024-10-02 09:03:47,2024-10-02 09:03:48,,2024-10-02 09:02:00,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2382,"{""profileID"":15,""respID"":2382,""qID"":1,""altID"":1,""obsID"":10687,""enrollment_cash"":200,""monthly_cash"":15,""override"":0,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",250,1,2024-10-02 09:02:46,2,2024-10-02 09:02:58,2,2024-10-02 09:03:07,2,2024-10-02 09:03:20,2,2024-10-02 09:03:28,2,2024-10-02 09:03:34,1,2024-10-02 09:03:43,no,2024-10-02 09:02:46,2024-10-02 09:03:43,57,no,2024-10-02 09:03:48
d8SrPJO887bU5PhqN9PATApgcxAfhxhDzHpIU3F5tbSjirs22mQp9bjOtXVfAFdU,35543411,141364,2024-10-02 09:05:15,2024-10-02 09:09:22,2024-10-02 09:09:23,,2024-10-02 09:05:15,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3023,"{""profileID"":624,""respID"":3023,""qID"":1,""altID"":1,""obsID"":14533,""enrollment_cash"":300,""monthly_cash"":2,""override"":5,""minimum_threshold"":30,""guaranteed_threshold"":80,""no_choice"":0}",250,2,2024-10-02 09:07:34,3,2024-10-02 09:08:06,3,2024-10-02 09:08:27,1,2024-10-02 09:08:41,2,2024-10-02 09:08:55,1,2024-10-02 09:09:03,2,2024-10-02 09:09:18,no,2024-10-02 09:07:34,2024-10-02 09:09:18,104,no,2024-10-02 09:09:22
T0gKwypFiXeziWngG8ja-c_IEvKCPbcwU5IoK9q0eFU8-xKR7kp5kMOwm5OfiYh3,35544419,141364,2024-10-02 11:23:06,2024-10-02 11:26:53,2024-10-02 11:26:53,,2024-10-02 11:23:07,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1257,"{""profileID"":221,""respID"":1257,""qID"":1,""altID"":1,""obsID"":3937,""enrollment_cash"":50,""monthly_cash"":2,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",250,1,2024-10-02 11:24:23,1,2024-10-02 11:24:46,2,2024-10-02 11:25:12,1,2024-10-02 11:25:42,1,2024-10-02 11:26:04,1,2024-10-02 11:26:24,1,2024-10-02 11:26:47,no,2024-10-02 11:24:23,2024-10-02 11:26:47,144,no,2024-10-02 11:26:53
1dUl2UeCtrhweD74xiAJbbUQr77-naSfeK9dnnMAGGFO4FN3P98KAwrL_87CdXzd,35544464,141364,2024-10-02 11:27:14,2024-10-02 11:29:48,2024-10-02 11:29:48,,2024-10-02 11:27:14,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3014,"{""profileID"":123,""respID"":3014,""qID"":1,""altID"":1,""obsID"":14479,""enrollment_cash"":200,""monthly_cash"":2,""override"":3,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",250,2,2024-10-02 11:28:10,2,2024-10-02 11:28:34,2,2024-10-02 11:28:52,1,2024-10-02 11:29:03,1,2024-10-02 11:29:18,1,2024-10-02 11:29:35,1,2024-10-02 11:29:44,no,2024-10-02 11:28:10,2024-10-02 11:29:44,94,no,2024-10-02 11:29:48
x-l10c27n_g2LTcAxa6ybihJTJDHtLPkS8axCa9gy5K4fJ-yKfofKR_sQH7nKt84,35544564,141364,2024-10-02 11:35:11,2024-10-02 11:37:16,2024-10-02 11:37:17,,2024-10-02 11:35:11,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3173,"{""profileID"":35,""respID"":3173,""qID"":1,""altID"":1,""obsID"":15433,""enrollment_cash"":200,""monthly_cash"":15,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",250,1,2024-10-02 11:36:29,2,2024-10-02 11:36:36,3,2024-10-02 11:36:42,1,2024-10-02 11:36:57,2,2024-10-02 11:37:03,1,2024-10-02 11:37:07,2,2024-10-02 11:37:12,no,2024-10-02 11:36:29,2024-10-02 11:37:12,43,no,2024-10-02 11:37:16
SVdFxUsxdIEcwidxnI7xpeQEamPsTeeNg3mDpF4fefc7SO7aO0ZQm9-EqaxNDNP8,35544753,141364,2024-10-02 11:44:23,2024-10-02 11:47:47,2024-10-02 11:47:47,,2024-10-02 11:44:23,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",624,"{""profileID"":239,""respID"":624,""qID"":1,""altID"":1,""obsID"":139,""enrollment_cash"":200,""monthly_cash"":20,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",500,2,2024-10-02 11:45:42,2,2024-10-02 11:45:55,2,2024-10-02 11:46:05,2,2024-10-02 11:47:06,2,2024-10-02 11:47:18,2,2024-10-02 11:47:26,1,2024-10-02 11:47:43,no,2024-10-02 11:45:42,2024-10-02 11:47:43,121,no,2024-10-02 11:47:47
ah9tRsj-u6voxwZ5X7vMCceKKeG21-hwdgMn8fdiye8ResUKtkRQWl_6Slr9O1Jl,35545326,141364,2024-10-02 12:01:53,2024-10-02 12:03:19,2024-10-02 12:03:19,,2024-10-02 12:01:53,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2229,"{""profileID"":121,""respID"":2229,""qID"":1,""altID"":1,""obsID"":9769,""enrollment_cash"":50,""monthly_cash"":2,""override"":3,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",450,2,2024-10-02 12:02:29,1,2024-10-02 12:02:38,2,2024-10-02 12:02:45,1,2024-10-02 12:02:50,2,2024-10-02 12:02:55,1,2024-10-02 12:03:01,2,2024-10-02 12:03:12,no,2024-10-02 12:02:29,2024-10-02 12:03:12,43,no,2024-10-02 12:03:19
